,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
523,Louis King,PHI,24,1,1,0,28.8,120.6,2,7.4,11.1,1,20,0,0,13,6,4,28,0.023
524,Nate Williams,POR,24,5,1,4,25.3,120.7,1,3.9,6.6,0.6,14.3,0.4,10,10.2,9.6,11,32.4,0.02
525,Keldon Johnson,SAS,23,63,17,46,32.8,121.4,4.2,13.3,20.1,0.7,15,0.2,7,12.8,9.9,9.6,39.2,0.016
526,Neemias Queta,SAC,23,5,1,4,5.7,121.7,1.2,21.4,33.3,0,0,0.4,66.7,2.8,1.6,1.6,6.8,0.003
527,Lindell Wigginton,MIL,25,7,4,3,12.4,121.8,1,7.7,11.5,0,0,0.3,33.3,6,3.1,6.7,15.1,0.005
528,James Wiseman,DET,22,45,11,34,19.3,121.9,4.3,23.1,35.5,0.2,5.8,0.6,41.5,9,5.8,6.6,20.7,0.007
529,Frank Jackson,UTA,25,1,0,1,5.1,122.2,1,33.3,50,0,0,0,0,0,1,0,10,0.001
529,Meyers Leonard,MIL,31,9,6,3,12.6,122.2,2.4,19.5,28.2,0.2,18.2,0,0,3.2,3.6,5.1,14.9,0.004
531,Skylar Mays,POR,25,6,1,5,31.5,124.8,2.8,9.7,15.6,1,20.7,0.2,4,12.5,9.7,15.2,39.3,-0.015
532,RaiQuan Gray,BKN,23,1,0,1,35.1,125.7,6,17.6,28.6,0,0,1,25,15,10,10,38,-0.025
533,Justin Champagnie,BOS,22,5,4,1,6.9,126.9,1,17.9,26.3,0.2,20,0,0,2,2.4,2.4,6.8,-0.007
534,Jay Scrubb,ORL,22,2,1,1,15.1,127,3,30,42.9,1,33.3,0,0,10,4.5,4.5,14,-0.016
535,Michael Carter-Williams,ORL,31,4,1,3,11.1,128.1,1,12.5,19,0.3,12.5,0.3,16.7,6.5,3.5,4.5,9,-0.015
536,Chima Moneke,SAC,27,2,1,1,4,129.4,0,0,0,0,0,0,0,4,1,2.5,4,-0.007
537,Alondes Williams,BKN,24,1,1,0,5.3,136.4,1,25,33.3,0,0,0,0,6,2,0,10,-0.02
538,Trevor Keels,NYK,19,3,3,0,2.7,136.8,0.7,25,28.6,0,0,0,0,0.7,0.7,1.3,4.7,-0.012
539,Chance Comanche,POR,27,1,0,1,20.8,163.6,1,6.7,14.3,0,0,1,50,4,4,9,28,-0.245
