,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
27,Mamadi Diakite,MIL,24,14,7,7,10.1,99.4,1.9,16,24.8,0.4,16.7,0.4,27.8,3.1,3.2,1.9,7.1,0.066
28,Jared Dudley,LAL,35,12,7,5,6.7,99.4,1.4,21.3,27,0.1,7.1,0.1,16.7,2,1.3,2,5.8,0.042
29,Mike Conley,UTA,33,51,37,14,29.4,99.5,2.8,8.2,11.6,1.4,34.7,0.2,5.2,9.1,7.1,7.4,26.9,0.184
30,Miye Oni,UTA,23,54,45,9,9.6,99.5,1.1,10.6,14.8,0.2,14.5,0.1,19.5,3.5,2.5,1.8,8.5,0.061
31,Luke Kornet,BOS,25,31,13,18,11.2,99.6,1.7,14.4,19.6,0.1,7.8,1,71.1,4.1,2.2,2.3,10.5,0.071
32,Kelan Martin,IND,25,35,16,19,9.2,99.7,1.7,15.9,25.1,0.3,15.6,0.3,15.9,3.1,3.6,2.3,9.6,0.057
33,Isaiah Thomas,NOP,32,3,1,2,16.1,100,1,5.2,10,0.3,12.5,0,0,7,8,2.7,14.7,0.099
33,Jaylen Adams,MIL,25,7,5,2,2.6,100,0.4,14.3,20,0,0,0,0,0.6,1.3,1.4,2.9,0.016
33,Udonis Haslem,MIA,41,1,1,0,2.7,100,1,25,50,0,0,0,0,0,2,0,4,0.021
36,Georges Niang,UTA,28,72,52,20,16,100.3,2.1,11.7,16.2,0.3,14.1,0.1,7,5.2,4.1,3.5,14.5,0.097
37,Chris Silva,SAC,24,15,8,7,6.2,100.5,1.3,21.7,29.9,0.1,11.1,0.4,75,2.2,0.9,1.7,4.5,0.038
38,Louis King,SAC,22,6,3,3,14.2,100.5,2.2,13.5,18.3,1.2,36.8,0.5,42.9,4,3,5.7,13.3,0.085
39,Rudy Gobert,UTA,29,71,52,19,30.8,100.9,10.1,28.8,40.4,0.6,13.7,2.7,74.8,10.8,7.2,7.6,28.7,0.181
40,Robert Woodard II,SAC,21,13,3,10,3.5,101,0.9,23.5,31.6,0,0,0.2,50,1.2,1.3,0.8,2.9,0.021
41,Boban Marjanovic,DAL,32,33,14,19,8.2,101.1,2.5,29.1,39.1,0.1,5.4,0.2,25,2,1.8,1.8,7.8,0.048
42,Gary Payton II,GSW,28,10,7,3,4,101.1,0.9,17.6,25,0.6,60,0.1,16.7,2.1,1.9,1.2,3.6,0.025
43,Amir Coffey,LAC,24,44,32,12,9,101.1,0.8,8.1,11,0.2,21.3,0,0,2.8,2.2,2.4,8.3,0.053
44,Norvel Pelle,NYK,28,13,8,5,6.4,101.1,1,15.3,22.8,0.1,6.7,0.7,90,1.9,2.8,1.6,5.4,0.039
45,Theo Pinson,NYK,25,17,9,8,2,101.2,0.3,11.4,18.5,0,0,0,0,0.6,0.5,0.2,1.3,0.014
46,Alfonzo McKinnie,LAL,28,39,22,17,6.6,101.3,0.8,11.3,16.5,0.2,13.2,0,0,2.2,1.7,1.7,6.3,0.039
47,Rayjon Tucker,PHI,23,14,8,6,4.9,101.3,0.7,16.4,22.7,0.1,15.4,0,0,1.9,0.8,1.6,3.1,0.03
48,Abdel Nader,PHX,27,24,16,8,14.8,101.7,2.3,15.1,20.6,0.4,17.9,0.4,30,5.5,3.1,4,14.8,0.086
49,Alex Caruso,LAL,27,58,32,26,21,101.7,2.4,11.4,16.3,1.1,29.9,0.3,11.3,6.8,4.7,4.4,18.8,0.118
50,Grant Riller,CHA,24,7,2,5,3.9,101.8,0.1,4,7.7,0.1,33.3,0,0,1.7,1.1,1.4,4,0.021
51,Mike Muscala,OKC,29,35,15,20,18.4,101.9,3.2,15.7,21.7,0.2,9.5,0.3,19.3,7,4.7,3,18.8,0.102
52,Nic Claxton,BKN,22,32,23,9,18.6,102.1,3.8,18.7,27.3,0.7,22.8,1.3,56.3,5.2,5.6,4,16.4,0.101
53,Isaac Bonga,WAS,21,40,16,24,10.8,102.4,1.2,10,14.5,0.3,17.7,0.2,23.7,4.4,2.8,2.2,9.1,0.058
54,Daniel Oturu,LAC,21,30,21,9,5.4,102.5,0.9,15.7,23.1,0.1,19,0.2,58.3,1.5,1.2,1.2,5.4,0.028
55,PJ Dozier,DEN,24,50,36,14,21.8,102.5,2.9,13.3,18.1,0.6,16.5,0.4,19.6,6.6,4.1,4.9,18.8,0.117
56,Rodions Kurucs,MIL,23,21,10,11,5.9,102.8,0.9,13.4,18.9,0.4,36,0.2,30.8,2.5,1.9,1,5.1,0.033
57,Chris Chiozza,BKN,25,22,12,10,10.6,102.9,1,8.8,11.7,0.3,18.4,0.3,27.3,3.2,2.2,1.9,9.5,0.055
58,Ersan Ilyasova,UTA,34,17,14,3,8.7,103,1.3,14.3,21.4,0.6,41.7,0.2,27.3,2.9,2.4,1.9,8.7,0.045
59,Taj Gibson,NYK,36,45,29,16,20.8,103.1,3.4,15.1,21.4,0.7,23.3,1.1,57,5.5,5.4,3.4,17.8,0.108
60,Thon Maker,CLE,24,8,3,5,9.6,103.2,1.3,11.8,19.2,0.3,22.2,0.5,44.4,3.6,2.9,3.6,8.3,0.049
61,LeBron James,LAL,36,45,30,15,33.4,103.2,7,20.2,28.6,1.1,20.9,0.6,13.4,10.8,8,8.8,32.2,0.172
62,Frank Ntilikina,NYK,22,33,23,10,9.8,103.3,0.8,7.7,10.6,0.5,34.6,0.1,14.3,2.8,2.7,1.6,7.8,0.051
63,Nick Richards,CHA,23,18,9,9,3.5,103.8,0.4,9.6,15.9,0,0,0,0,1.4,1.4,0.6,2.8,0.017
64,James Nunnally,NOP,30,9,3,6,5.3,103.9,0.8,14.9,18.4,0,0,0,0,1,0.3,1.6,4.9,0.027
65,Rudy Gay,SAS,34,63,29,34,21.6,103.9,4.1,17.6,25.7,0.7,23.2,0.6,24.4,5.8,6,4.4,20.4,0.107
66,Ryan Arcidiacono,CHI,27,44,20,24,10.2,104,1.4,13.5,19.7,0.2,13.8,0,0,3.1,2.6,2.1,9.8,0.049
67,Dewayne Dedmon,MIA,31,16,11,5,13.2,104.2,3.6,28.2,38.2,0.6,28.1,0.4,37.5,3.7,2.6,2.1,11,0.064
68,Quinn Cook,CLE,28,23,13,10,6.8,104.2,0.7,8.4,14.9,0.2,13.3,0,3.8,2.8,2.4,1.7,7.7,0.034
69,Marc Gasol,LAL,36,52,32,20,19.1,104.2,3.4,17.4,24,0.5,17.1,1.1,52.3,6.3,4.2,5,19.2,0.092
70,Jahmi'us Ramsey,SAC,20,13,5,8,7.3,104.2,0.6,8,10.3,0.3,25,0.1,10,2.1,1.3,2.5,7.1,0.037
71,Furkan Korkmaz,PHI,23,55,39,16,19.3,104.3,1.7,9,12.8,0.9,23.7,0.2,6.5,6.9,4.3,5.1,18.7,0.092
72,Dario Saric,PHX,27,50,37,13,17.4,104.4,2.9,16.8,23.1,0.6,23.1,0.1,6.2,4.9,3.8,3.6,17,0.085
73,Donta Hall,ORL,23,13,3,10,13.8,104.5,2.9,19.3,28.6,0.4,17.2,0.8,41.7,4.5,3.2,4.2,14.5,0.067
74,Immanuel Quickley,NYK,22,64,37,27,19.4,104.5,1.8,8.6,12.6,0.5,16,0.2,8.8,5.4,5.2,3.4,16.5,0.092
75,Kent Bazemore,GSW,31,67,35,32,19.9,104.6,3,14,20.8,1,28.9,0.5,26.2,6.8,5.3,5.3,18.6,0.094
76,Luka Samanic,SAS,21,33,14,19,9.3,104.6,1.6,15.8,23.2,0.2,16.7,0.2,22.9,2.9,2.3,2.6,8.2,0.045
77,Thanasis Antetokounmpo,MIL,28,57,37,20,9.7,104.6,1.2,11.3,17.1,0.4,21.2,0.2,22.2,3.7,3,2,8.6,0.048
78,Vincent Poirier,PHI,27,10,8,2,3.9,104.6,0.8,22.2,30.8,0,0,0.3,60,1.9,1.1,0.9,4.2,0.019
79,Sindarius Thornwell,ORL,26,21,7,14,10.3,104.6,0.7,6.7,9.1,0.6,41.9,0.1,9.1,3.7,1.8,2.5,8.5,0.049
80,Alec Burks,NYK,29,49,27,22,25.6,104.6,4.2,15.6,22.4,0.6,17.1,0.3,10.9,7.7,6.3,4.7,22,0.12
81,Kevin Knox II,NYK,21,42,26,16,11.1,104.7,1.2,10.1,15.2,0.3,16,0.1,10.9,3.6,3.2,2.5,9.8,0.053
82,Matisse Thybulle,PHI,24,65,46,19,20,104.7,1.4,7,10.2,1.6,40.7,1.1,36.6,7.1,4.7,5.6,19,0.095
83,Josh Green,DAL,20,39,20,19,11.4,104.7,1.3,11,16.2,0.4,22.2,0.1,6.1,3.1,3.6,3.1,11.8,0.054
84,Talen Horton-Tucker,LAL,20,65,39,26,20.1,104.7,2.2,10.4,15.1,1,27.2,0.3,14.4,6.8,5.3,5,19.2,0.095
85,Bruno Fernando,ATL,22,33,20,13,6.8,104.7,1.9,25.6,34.4,0.1,11.1,0.1,18.8,2.5,1.6,1.7,5.5,0.033
86,Meyers Leonard,MIA,29,3,2,1,9.8,104.8,2.3,24.1,30.4,0,0,0,0,5,3,2.7,6.7,0.048
87,Joe Ingles,UTA,33,67,47,20,27.9,104.9,3.2,10.8,14.9,0.7,16.7,0.2,6.1,10,7.1,7.1,27.9,0.13
88,Wesley Matthews,LAL,34,58,33,25,19.5,105,1.3,6.4,9.3,0.7,22.5,0.3,13.5,6.7,4.6,4.4,18.9,0.09
89,Derrick Rose,NYK,32,50,28,22,25.6,105,2.2,8.1,12,1,25.7,0.4,13.4,8,7.5,4.9,23.2,0.119
90,Willie Cauley-Stein,DAL,27,53,29,24,17.1,105,3.2,17.5,25.2,0.4,16.8,0.8,48.9,4.3,4.8,4.2,15.1,0.079
91,Shake Milton,PHI,24,63,46,17,23.2,105,1.8,7.6,11.1,0.6,14.7,0.3,9,8.8,5.7,6.9,22.3,0.107
92,Isaiah Joe,PHI,21,41,22,19,9.3,105.1,0.7,8.3,12.4,0.3,16,0.1,8.7,3.3,2.4,2.8,8.4,0.044
93,Nicolo Melli,DAL,30,45,26,19,12.6,105.2,2.1,16.6,23.3,0.3,16.9,0.1,7.9,3.6,3,2.5,11,0.056
94,De'Anthony Melton,MEM,23,52,27,25,20.1,105.4,2.5,11.8,17.1,1.2,27.5,0.6,23.8,6.3,5.5,5.3,19.2,0.091
95,Kyle Kuzma,LAL,25,68,40,28,28.7,105.4,4.5,15.7,22.2,0.5,11.8,0.6,19.6,10.1,6.4,6.8,28.8,0.128
96,Jaxson Hayes,NOP,21,60,24,36,16.1,105.5,2.8,16.1,22.8,0.4,14.4,0.6,38.4,5.6,4.1,4.3,14.7,0.073
97,Michael Carter-Williams,ORL,29,31,12,19,25.8,105.6,3.2,12.3,16.5,0.8,18.4,0.5,24.3,6.5,6,6.4,22.6,0.116
98,Skylar Mays,ATL,23,33,19,14,8.2,105.6,0.8,9.5,12.9,0.4,32.6,0.1,8,2.4,1.6,2,6.4,0.036
99,Juan Toscano-Anderson,GSW,28,53,28,25,20.9,105.6,3.9,17.2,24.8,0.8,20.7,0.5,24.3,7.3,5.6,5.7,21,0.092
100,Wenyen Gabriel,NOP,24,21,9,12,11.5,105.6,1.6,13.5,20.5,0.4,16.1,0.4,32,4.4,2.9,2,10.6,0.051
101,Anthony Gill,WAS,28,26,11,15,8.4,105.6,1.3,15.1,21.6,0.4,27,0.2,23.5,3.4,2,1.3,7.8,0.037
102,Isaiah Hartenstein,CLE,23,46,20,26,12.1,105.7,2.5,20.7,30.4,0.4,19.8,0.8,60,4,3.4,2.8,10.1,0.055
103,Elijah Bryant,MIL,26,1,0,1,31.6,105.7,4,13.3,20,0,0,1,25,10,11,6,40,0.142
104,Joel Embiid,PHI,27,51,39,12,31.1,105.8,8.4,25.4,36,1,16.3,1.4,37.1,10.5,7.5,9,29.1,0.135
105,De'Andre Hunter,ATL,23,23,12,11,29.5,105.9,4,12.5,17.8,0.8,21.3,0.5,16.7,9.2,8.5,8.1,28.8,0.131
106,Montrezl Harrell,LAL,27,69,41,28,22.9,105.9,3.9,16.7,24.7,0.7,17.8,0.7,28.5,8.4,5.8,5.6,22.4,0.099
107,Mike Scott,PHI,32,51,35,16,16.7,105.9,2.1,12.9,18.1,0.5,15.2,0.3,12.8,6.2,3.7,5.2,16.4,0.073
108,Ben Simmons,PHI,24,58,42,16,32.4,106,5.6,16.6,23.2,1.6,24.9,0.6,15.1,11.3,7.3,10.2,31.6,0.14
109,Kevon Looney,GSW,25,61,34,27,19,106.1,3.4,16.5,24.4,0.3,10.7,0.4,20.8,7.1,5.8,4.9,17.7,0.081
110,Tobias Harris,PHI,28,62,44,18,32.5,106.1,5.8,17,23.7,0.9,14.7,0.8,21.2,11.5,7.5,9.5,30.7,0.138
111,Jabari Parker,BOS,26,13,4,9,12.7,106.1,2.5,18,26.9,0.1,5,0.4,25,4.8,3.4,4.2,13.1,0.054
112,Markieff Morris,LAL,31,61,32,29,19.7,106.3,3.6,17.6,25.1,0.4,12,0.3,14.1,7.5,4.2,5.2,20.2,0.084
113,Dwight Howard,PHI,35,69,46,23,17.3,106.3,5.7,30.9,45,0.4,15.8,0.9,34.3,6.6,4.4,5.5,16.6,0.073
114,Patty Mills,SAS,32,68,31,37,24.8,106.4,1.4,5.3,7.9,0.6,18.3,0,1.6,7.5,6.8,5.5,24.6,0.105
115,Cameron Johnson,PHX,25,60,43,17,24,106.5,2.8,11.8,16.7,0.6,17.3,0.3,13.7,6.7,5.3,5.2,22.3,0.1
116,Mitchell Robinson,NYK,23,31,15,16,27.5,106.5,4.5,15.5,21.3,1.1,30.4,1.5,64.3,9.8,5.6,6.5,23.9,0.114
117,Obi Toppin,NYK,23,62,36,26,11,106.5,1.8,15.5,22.8,0.3,16.8,0.2,18.3,2.6,3.4,2.2,9.6,0.046
118,Seth Curry,PHI,30,57,39,18,28.7,106.5,2.2,7.4,10.5,0.8,14.1,0.1,4.1,9.8,6.7,8.5,27.6,0.118
119,Terrance Ferguson,PHI,23,13,10,3,3.8,106.5,0.1,2.4,3.4,0.1,12.5,0,0,1.5,0.5,0.6,3.8,0.016
120,Xavier Tillman,MEM,22,59,31,28,18.4,106.6,3.1,16.3,24.2,0.7,17.7,0.6,31.4,5,5.2,4.8,16.9,0.076
121,DeMarcus Cousins,LAC,30,41,22,19,17.4,106.6,5.1,29.3,41.9,0.8,25.6,0.6,35.3,6.1,3.7,5.1,16,0.074
122,Patrick Beverley,LAC,32,37,25,12,22.5,106.7,2.4,10.8,15.1,0.8,23.6,0.8,31.5,7.1,4.5,5.7,21,0.092
123,Denzel Valentine,CHI,27,62,26,36,16.7,106.7,2.8,16.8,22.9,0.5,21,0.1,8.5,5.9,3.4,3.5,16.2,0.068
124,Rajon Rondo,LAC,35,45,28,17,17.1,106.8,2,11.3,17.5,0.8,28,0.1,6.9,5.9,4.9,3.1,16,0.07
125,Sean McDermott,MEM,24,18,10,8,8.8,106.8,0.7,8.7,11.9,0.1,5.4,0.2,27.3,3.1,2.3,4.1,10,0.036
126,Ray Spalding,HOU,24,2,0,2,9.4,106.8,1,8.3,13.3,0,0,1,40,6,5,1,13,0.042
127,Julius Randle,NYK,26,71,40,31,37.6,106.8,9,22.7,32.4,0.9,17,0.3,6.9,12.2,9,8.4,34.4,0.153
128,Justin Jackson,MIL,26,34,12,22,17,106.8,1.8,10,13.9,0.4,17.4,0.1,3.9,6.6,4.8,3,18.1,0.069
129,Deividas Sirvydis,DET,21,20,8,12,6.7,106.9,1.5,22.5,30.5,0.1,10.5,0,0,2.6,1.1,2.4,7.1,0.027
130,Nathan Knight,ATL,23,33,21,12,8.4,106.9,1.4,15.5,22.1,0.3,20.5,0.3,45.5,3.5,2.1,2.1,6.2,0.034
131,Jimmy Butler,MIA,31,52,33,19,33.6,106.9,5.1,15.3,21.3,2.1,34.5,0.3,12.7,10.1,7.7,7.1,28.3,0.135
132,Jordan Poole,GSW,22,51,28,23,19.4,106.9,1.5,7.4,10.8,0.5,15.8,0.2,9.8,6.9,5.8,4.8,20.7,0.076
133,JaVale McGee,DEN,33,46,21,25,14.7,106.9,3.5,23.1,34.5,0.4,17.1,1.2,56.8,5.6,3.7,3.8,13.1,0.06
134,Ty-Shon Alexander,PHX,22,15,11,4,3.2,107,0.5,15.7,22.2,0,0,0.1,25,0.6,0.9,1.2,2.3,0.013
135,Paul George,LAC,31,54,38,16,33.7,107,5.8,17.1,23.6,1.1,21.8,0.4,16.4,10.4,7.5,7.3,30.3,0.134
136,Frank Jackson,DET,23,40,13,27,18.5,107,1.8,9.2,13.2,0.4,14,0,1.5,7,5.6,4.3,19.2,0.074
137,Yogi Ferrell,LAC,28,10,4,6,13.7,107.1,1.4,9.5,15.2,0.7,29.2,0.3,18.8,4.3,4.1,2.4,14.4,0.055
138,Brad Wanamaker,CHA,31,61,29,32,17.3,107.1,1.4,8,11.9,0.7,24.7,0.2,10.6,5.9,5,4.1,16.7,0.069
139,Devonte' Graham,CHA,26,55,23,32,30.2,107.1,2.3,7.5,11.2,0.9,18.8,0.1,4.1,9.7,7.9,6.8,28.8,0.119
140,Justise Winslow,MEM,25,26,13,13,19.5,107.1,3.8,18.7,26.2,0.6,16,0.5,30,7.3,3.8,5.6,17.3,0.08
141,Jordan Nwora,MIL,22,30,19,11,9.1,107.1,1.7,16.2,25.6,0.6,32.7,0.3,25.8,4,3.1,1.9,8.3,0.037
142,Reggie Bullock Jr.,NYK,30,65,38,27,30,107.2,3.2,10.2,14.5,0.8,18.6,0.2,5.7,9.2,7.3,7.1,28.2,0.119
143,Javonte Green,CHI,27,41,19,22,11.6,107.2,1.1,10,14.1,0.7,30.8,0.1,16.2,4.1,3.1,2.8,10.9,0.046
144,RJ Barrett,NYK,21,72,41,31,34.9,107.2,4.8,13,18.7,0.7,14.6,0.3,7.5,11,8.6,8,32.5,0.138
145,Mfiondu Kabengele,CLE,23,39,20,19,7.2,107.3,1.2,15.1,21.9,0.2,23.5,0.3,46.4,2.8,2.1,2,8.1,0.03
146,Kentavious Caldwell-Pope,LAL,28,67,39,28,28.4,107.3,2.3,8.1,11.4,0.9,20,0.4,12.9,9.8,6.1,7.5,29.7,0.111
147,Bojan Bogdanovic,UTA,32,72,52,20,30.8,107.3,3.3,9.9,13.9,0.6,15.6,0.1,1.6,11.5,7.9,7.8,33.3,0.121
148,Giannis Antetokounmpo,MIL,26,61,40,21,33,107.3,9.4,26.4,35.7,1.2,21.8,1.2,34.6,10.7,8.1,7,29.1,0.13
149,Pat Connaughton,MIL,28,69,44,25,22.8,107.3,3.9,15.2,21.3,0.7,18.4,0.3,17.6,7.3,6.3,5.3,19.1,0.09
150,Royce O'Neale,UTA,28,71,51,20,31.6,107.3,5.6,16.2,22.4,0.8,19.5,0.5,13.3,11.3,7.7,7.9,33.4,0.123
151,Jake Layman,MIN,27,45,12,33,13.9,107.3,1.2,8.3,12.2,0.6,22,0.4,23.5,4.9,3.8,3.3,13.6,0.055
152,Larry Nance Jr.,CLE,28,35,13,22,31.2,107.4,5.2,16.9,24.7,1.7,30.3,0.5,19.1,11.9,7.2,8.4,29.7,0.121
153,Anthony Davis,LAL,28,36,23,13,32.3,107.4,6.2,19.8,27.2,1.3,25.6,1.6,42.4,10.6,7.1,8.8,32.4,0.125
154,Danny Green,PHI,34,69,46,23,28,107.4,3,10,14.2,1.3,25.9,0.8,23.6,10.1,6.8,8.7,27.3,0.109
155,Isaiah Stewart,DET,20,68,20,48,21.4,107.4,4.3,19.3,28.9,0.6,16.3,1.3,47.5,7.4,6,4.4,21,0.083
156,Troy Brown Jr.,CHI,21,34,10,24,15.4,107.5,2.5,15.8,23.1,0.3,14.5,0.2,17.1,5.1,4,3.6,14.4,0.06
157,Keljin Blevins,POR,25,17,11,6,4.4,107.5,0.4,7.1,10,0.1,16.7,0,0,2,1.9,2.2,3.2,0.019
158,Langston Galloway,PHX,29,40,29,11,10.9,107.5,0.9,8,10.8,0.2,13.1,0,0,3.5,2.6,3.5,10.9,0.043
159,CJ Elleby,POR,21,30,19,11,6.4,107.6,0.7,8.9,12.7,0.2,25,0.1,14.3,2.1,2.3,2.4,5.5,0.026
160,Jevon Carter,PHX,25,60,42,18,11.9,107.6,1.3,10.7,14.7,0.5,27.4,0.2,14.1,3.1,2.6,2.7,11.6,0.046
161,JaMychal Green,DEN,31,58,38,20,19.3,107.6,3.3,17.7,25.1,0.4,13.4,0.4,21.2,5.7,4.5,4.7,17.6,0.073
162,Tacko Fall,BOS,25,19,13,6,7.1,107.6,1.9,23.7,35,0.1,4.8,1.1,87,2.2,2.1,1.7,5.6,0.028
163,DeAndre' Bembry,TOR,26,51,23,28,19.1,107.7,2.2,11.2,16.8,1,29.6,0.4,15.9,6.1,5.4,4.3,16.7,0.073
164,Yuta Watanabe,TOR,26,50,24,26,14.5,107.8,2.5,17.1,25.1,0.5,18.4,0.4,21.8,5.1,3.9,3.7,13,0.055
165,Semi Ojeleye,BOS,26,56,28,28,17,107.8,2.1,12.1,17.2,0.3,12.3,0,0,5.8,5.1,3.8,16.1,0.063
166,Tyus Jones,MEM,25,70,36,34,17.5,107.8,1.7,9.3,13.7,0.9,27,0.1,4.2,6.1,4.5,5.1,17,0.066
167,Jalen Harris,TOR,22,13,3,10,13.2,107.8,1.2,9.1,12.7,0.6,20.5,0,0,3.9,2.8,4.5,11.5,0.051
168,Dakota Mathias,PHI,25,8,4,4,15.4,107.9,0.8,4.1,6.7,0.1,8.3,0.4,15,5.1,5.5,5.8,13,0.059
169,E'Twaun Moore,PHX,32,27,20,7,14.4,107.9,1.1,8,11.2,0.6,25,0.2,13.9,4.1,2.9,4.7,14.6,0.055
170,Myles Turner,IND,25,47,22,25,31,107.9,5.2,15.9,23.3,0.9,16.7,3.4,74.6,10,8.8,7.4,31.4,0.113
171,Jae Crowder,PHX,30,60,42,18,27.5,107.9,4.2,14.6,20.7,0.8,18.8,0.5,17.5,8.3,7.3,7.2,26,0.104
172,Jordan Clarkson,UTA,29,68,49,19,26.7,108,3.3,11.7,16.3,0.9,23.7,0.1,5.2,9.1,7.2,7,27.9,0.1
173,David Nwaba,HOU,28,30,8,22,22.6,108,2.6,10.8,16.4,1,26.3,0.7,24.1,7.3,6.4,6.3,22.3,0.084
174,Tyrese Maxey,PHI,20,61,41,20,15.3,108,1.5,9.8,14.5,0.4,15.2,0.2,11.8,5.4,4.1,4.8,14.8,0.057
175,Frank Mason III,ORL,27,4,1,3,19.8,108,2.3,10.3,13.4,0,0,0,0,8.5,3,1.3,14.5,0.072
176,Tremont Waters,BOS,23,26,13,13,9.1,108,0.6,6.2,9.5,0.6,34.9,0,2.4,3.4,2.8,1.7,8.6,0.035
177,Dennis Smith Jr.,DET,23,23,7,16,18.3,108.1,1.9,9.9,14.9,1,35.4,0.6,28.6,6.6,5.9,4,19.6,0.067
178,Brodric Thomas,CLE,24,32,6,26,12.5,108.1,1.4,10.7,16,0.5,26.3,0.3,27.8,4.2,3.6,3.2,13.4,0.047
179,Andre Iguodala,MIA,37,63,37,26,21.3,108.1,2.9,13.4,20.2,0.9,27.7,0.6,29.7,8.3,5.5,3.6,18,0.078
180,Kira Lewis Jr.,NOP,20,54,23,31,16.7,108.1,1.1,6.4,8.8,0.7,25.3,0.2,12.5,6.3,3.8,4.3,16,0.062
181,Cody Martin,CHA,25,52,26,26,16.3,108.1,2.1,12.6,19.2,0.7,24.2,0.2,14.5,5.5,4.4,3.9,15.8,0.061
182,Damion Lee,GSW,28,57,28,29,18.9,108.2,2.8,14.2,20.8,0.7,22.5,0.1,7.9,5.8,5.2,4.1,18.1,0.069
183,Jusuf Nurkic,POR,26,37,22,15,23.8,108.2,6.6,28.3,38.6,1,23,1.1,42.9,7.2,6.1,7.1,21.6,0.089
