,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
26,Michael Porter Jr.,DEN,24,9,5,4,29.4,94.7,5.6,17.2,23.6,1.1,23.8,0.2,8.7,10.3,6.3,7.2,31.6,0.223
27,Ed Davis,CLE,33,31,15,16,6.5,94.9,1.6,23,32.1,0.1,10,0.3,64.3,2.5,1.4,1.6,4.8,0.049
28,Solomon Hill,ATL,31,13,7,6,10.7,95.1,1.3,11.5,14.3,0.3,17.4,0.2,16.7,3.2,1.5,1.8,9.2,0.079
29,Boban Marjanovic,DAL,33,23,15,8,5.6,95.5,1.3,22.8,30.1,0,0,0.1,33.3,2.3,0.8,1.3,4,0.042
30,Frank Kaminsky,PHX,29,9,8,1,20.1,96,3.3,14.4,21.9,0.9,18.6,0.8,31.8,5.9,6.4,5,22.2,0.15
31,Abdel Nader,PHX,28,14,11,3,10.4,96,1.6,14.5,20.5,0.6,28.6,0.3,26.7,4,2.6,2.5,9.9,0.079
32,Cat Barber,ATL,27,3,0,3,4.3,96.4,0.7,28.6,28.6,0,0,0,0,2,0,1.3,4,0.032
33,Petr Cornelie,DEN,26,13,3,10,2.9,96.5,0.5,21.9,28,0.1,14.3,0.1,20,0.9,0.8,1,3.1,0.022
34,Andre Iguodala,GSW,38,31,20,11,19.4,97,2.5,11.7,17.4,0.9,21.6,0.7,31.4,5.6,5.5,4.5,16.3,0.133
35,Xavier Sneed,UTA,24,9,7,2,4.3,97.6,0.4,11.1,14.8,0,0,0,0,1.2,0.7,0.6,4.9,0.03
36,Willie Cauley-Stein,PHI,28,20,12,8,9.1,98.2,1.4,14.4,20,0.3,16.7,0.2,30,2.3,2.7,2.2,9.5,0.063
37,Jay Scrubb,LAC,21,18,8,10,6.7,98.6,0.8,10,15.2,0.2,14.8,0.2,17.6,3,2.3,2.2,7.3,0.048
38,Mamadi Diakite,OKC,25,13,4,9,14.4,98.9,3.2,21.6,31.8,0.4,17.9,0.7,52.9,5.1,4.4,3.2,13.7,0.088
39,Ryan Arcidiacono,NYK,28,10,8,2,7.6,99.4,0.8,10.5,13.3,0.1,10,0,0,3.2,1.1,1.8,5.8,0.048
40,Ricky Rubio,IND,31,34,20,14,28.5,99.5,3.7,12.2,17.8,1.4,30.1,0.2,8.6,10.3,6.8,7.2,27.9,0.177
41,DaQuan Jeffries,MEM,24,3,3,0,2.9,100,0.7,25,25,0,0,0,0,1,0,2,3.3,0.019
41,DeJon Jarreau,IND,24,1,0,1,0.9,100,0,0,0,0,0,0,0,0,0,0,2,0.006
41,Justin Jackson,PHX,27,7,6,1,5.2,100,0.9,16.7,22.2,0,0,0,0,1.3,1,1.6,2.9,0.032
41,Langston Galloway,MIL,30,7,4,3,15.2,100,2.1,10.6,16.5,0.1,5.9,0,0,5.4,4.6,3.6,16.3,0.091
41,Scotty Hopson,OKC,32,1,0,1,17.7,100,1,4.3,6.7,0,0,0,0,5,6,2,16,0.106
46,Miles McBride,NYK,21,40,19,21,9.3,100.1,1,9.7,13.8,0.4,24.1,0,2.4,2.4,2.1,1.1,7.6,0.055
47,Kenrich Williams,OKC,27,49,17,32,21.9,100.3,3,12.3,18.3,0.9,26.3,0.2,9.7,7.1,5.4,3.3,19.1,0.128
48,Ty Jerome,OKC,24,48,15,33,16.7,100.4,1.2,7.2,10.6,0.6,22.7,0.1,6.5,5.5,3.9,3.4,15.2,0.096
49,Ish Wainright,PHX,27,45,36,9,8,100.6,0.6,7.2,10,0.4,30.8,0.1,14,3,1.6,1.4,6.5,0.047
50,George Hill,MIL,36,54,36,18,23.2,100.8,2.2,8.4,12.1,0.8,19.2,0.1,5.8,6.6,6,5.1,20,0.134
51,Tacko Fall,CLE,26,11,4,7,5.3,100.8,1.5,27.1,37.2,0,0,0.5,100,1.2,1.9,1.3,3.1,0.03
52,Dylan Windler,CLE,25,50,28,22,9.2,101.6,1.4,14.6,21,0.3,20,0.1,10,3.4,2.7,2.1,8.9,0.051
53,Josh Okogie,MIN,23,49,23,26,10.5,101.6,0.8,7.7,11.7,0.5,26.5,0.2,18.2,3.7,2.8,2.7,9,0.059
54,Bol Bol,ORL,22,14,5,9,5.8,101.7,1.1,21.1,27.1,0.1,5.9,0.1,66.7,2.6,1,1.9,4.3,0.032
55,Nathan Knight,MIN,24,37,22,15,7.2,101.9,1.4,17.4,24.9,0.2,19.4,0.2,34.8,2.4,2.1,1.3,6.4,0.04
56,Udonis Haslem,MIA,42,13,10,3,6.4,102.3,1.6,23.9,33.3,0.1,11.1,0.1,16.7,1.5,1.2,1.9,4.3,0.036
57,Gary Payton II,GSW,29,71,47,24,17.6,102.3,2.5,13.2,19.5,1.4,34.4,0.3,16.4,5.9,4.8,4,16.1,0.095
58,Frank Ntilikina,DAL,23,58,34,24,11.8,102.3,1.2,9.4,13.8,0.5,23.3,0.1,12.1,3.5,3.3,3.2,11.1,0.064
59,Leandro Bolmaro,MIN,21,35,19,16,6.9,102.5,0.8,10.7,15.9,0.2,14,0,0,2.4,1.3,1.5,5.8,0.037
60,Cameron Payne,PHX,27,58,46,12,22,102.7,2.6,10.9,16.2,0.7,18.4,0.3,12.5,7.4,6.6,4.9,20.3,0.116
61,Draymond Green,GSW,32,46,34,12,28.9,102.8,6.3,20.4,28.5,1.3,25,1.1,35.7,10.4,6.7,6.6,25.1,0.152
62,Jericho Sims,NYK,23,41,19,22,13.5,102.9,2.6,18.7,26.3,0.3,14.5,0.5,52.4,4.3,3.2,2.8,12.5,0.071
63,Landry Shamet,PHX,25,69,53,16,20.8,102.9,1.6,7.2,10.5,0.4,11.2,0.1,6.4,6.7,5.7,4.9,19.6,0.107
64,Derrick Walton Jr.,DET,27,3,1,2,36.1,103,2.7,6.8,10,2.3,25,1.3,33.3,11,9.3,8,37.3,0.192
65,Romeo Langford,SAS,22,48,24,24,16.1,103.1,1.6,9.2,13.5,0.5,18.3,0.3,16.5,5.1,4.5,3.7,14.3,0.08
66,Gabriel Lundberg,PHX,27,4,1,3,11.1,103.1,1.3,11.9,17.2,0.8,21.4,0,0,5,2,1,9,0.058
67,Sterling Brown,DAL,27,49,31,18,12.8,103.1,2.5,18.8,27,0.3,15.1,0.1,15.2,4.6,3,3.6,12.7,0.067
68,Isaiah Todd,WAS,20,12,1,11,6.2,103.2,0.8,12.3,17.6,0.3,44.4,0.2,25,1.8,1.7,2.4,6.2,0.031
69,Derrick Rose,NYK,33,26,11,15,24.5,103.3,2.2,8,12.4,0.8,22.2,0.5,14.5,7.1,6.5,4.3,19.8,0.122
70,Otto Porter Jr.,GSW,29,63,41,22,22.2,103.3,4.4,18.9,27.3,1.1,24.5,0.5,21.3,7.4,5.3,5.6,19.7,0.111
71,Charlie Brown Jr.,PHI,25,22,16,6,8.1,103.4,0.8,8.8,13.1,0.5,26.3,0.2,20,2.7,2.5,2.5,7.5,0.043
72,Jayson Tatum,BOS,24,76,49,27,35.9,103.4,6.9,18,25.9,1,17.9,0.6,14.6,10.5,9.1,8.5,30.8,0.179
73,Stephen Curry,GSW,34,64,45,19,34.5,103.4,4.7,12.6,18.4,1.3,19.2,0.4,9.9,12.4,9.2,9.1,32.3,0.174
74,Robert Williams III,BOS,24,61,40,21,29.6,103.4,5.7,17.8,26.1,0.9,19.9,2.2,57,9.2,7.7,7.7,25.2,0.146
75,Al Horford,BOS,36,69,46,23,29.1,103.4,6.1,20.1,28.5,0.7,17,1.3,39.3,8.1,6.8,6.4,23.8,0.144
76,Brodric Thomas,BOS,25,12,8,4,5,103.7,0.7,10.3,16,0.1,10,0.1,10,2.8,2.1,1.7,4,0.027
77,Joe Ingles,POR,34,45,28,17,24.9,103.7,2.6,9.9,14,0.5,14.8,0.1,4.7,8.6,6.3,6.2,24.3,0.121
78,Jaylen Brown,BOS,25,66,43,23,33.6,103.8,5.3,14.5,21.1,1.1,20.6,0.3,6.6,10,8.5,7.8,28.4,0.165
79,Enes Freedom,BOS,30,35,20,15,11.8,103.8,2.8,21.9,30.2,0.1,8.9,0.4,35,3.5,3.3,2.7,9.9,0.057
80,Dean Wade,CLE,25,51,27,24,19.2,103.8,2.3,12,16.9,0.6,19.1,0.1,9.3,6.6,4.3,4.7,17.7,0.093
81,Josh Green,DAL,21,67,44,23,15.5,103.8,1.6,10.5,15.1,0.7,27.8,0.2,16.1,5.4,4.1,3.6,15.7,0.079
82,Jarron Cumberland,POR,24,3,0,3,4.1,103.8,0.7,18.2,25,0,0,0,0,2,0.7,0,2,0.02
83,Paul George,LAC,32,31,18,13,34.8,103.9,6.5,17.1,25.8,2.2,36.2,0.4,12.9,11.6,10.2,8.8,33.8,0.169
84,Nemanja Bjelica,GSW,34,71,48,23,16.1,104,3.3,18.7,27.4,0.6,19.6,0.4,25.2,5.5,4.4,3.9,14.5,0.077
85,Obi Toppin,NYK,24,72,32,40,17.1,104,2.8,15.5,22.7,0.3,11.6,0.5,27.3,5.3,4.3,2.9,14.1,0.082
86,Vlatko Cancar,DEN,25,15,7,8,11.8,104.1,1.5,13.3,18.7,0.1,5.7,0.2,21.4,3.4,2.5,2.7,10.9,0.059
87,Trey Burke,DAL,29,42,24,18,10.5,104.2,0.7,6.4,9.3,0.3,17.6,0,0,3.9,2.6,2.6,9.8,0.051
88,Marko Simonovic,CHI,22,9,4,5,3.9,104.2,0.6,11.9,17.2,0.1,25,0.1,33.3,1.3,1.9,1.6,3.8,0.018
89,Taj Gibson,NYK,37,52,24,28,18.2,104.2,2.7,13.9,20.7,0.4,16.4,0.8,45.5,5.1,5.3,3.9,15,0.086
90,KZ Okpala,MIA,23,21,14,7,11.6,104.2,1.4,11.8,17.4,0.2,12.1,0.3,35,4,3.1,3,8.9,0.055
91,Shaquille Harrison,BKN,28,2,1,1,11.3,104.3,1.5,12.5,20,0.5,25,0.5,50,6,1.5,0,13,0.053
92,Aaron Nesmith,BOS,22,52,32,20,11,104.3,1.4,11.7,16.9,0.4,25.6,0.1,10,4.2,3.1,2.8,9.8,0.054
93,Kai Jones,CHA,21,21,14,7,3,104.4,0.4,11.4,19,0,7.1,0.1,22.2,1.5,1.6,0.8,2.9,0.014
94,Rudy Gobert,UTA,30,66,42,24,32.1,104.5,11,31.2,44.9,0.7,14.8,2.1,66.8,10.7,7.8,7.9,28,0.151
95,JaVale McGee,PHX,34,74,57,17,15.8,104.6,4.5,26.6,38,0.3,11.3,1.1,57,5.6,3.9,4,15,0.074
96,Cameron Johnson,PHX,26,66,50,16,26.2,104.6,3.5,12.3,17.8,0.9,18.8,0.2,9.6,8.6,7.2,5.7,25.1,0.123
97,Santi Aldama,MEM,21,32,20,12,11.2,104.6,1.7,15,21.7,0.2,8.7,0.3,21.3,3.3,3,3.7,11.8,0.052
98,Jabari Parker,BOS,27,12,4,8,9.4,104.7,1.9,18,29.9,0.3,26.7,0.1,8.3,3,2.9,2.3,10.3,0.044
99,Victor Oladipo,MIA,30,8,4,4,21.6,104.7,2.5,11,16.7,0.6,20,0.1,5.3,8.3,5.4,4.4,19.3,0.101
100,Jose Alvarado,NOP,24,54,25,29,15.4,104.8,1.4,9.4,13.7,1.3,39.4,0.1,9,4.9,3.7,3.2,13.8,0.072
101,Immanuel Quickley,NYK,23,78,35,43,23.1,104.8,2.8,11.4,16.5,0.7,19.5,0,1.8,6.4,5.7,3.7,18.4,0.104
102,Mike Conley,UTA,34,72,44,28,28.6,104.9,2.4,7.9,11.2,1.3,32.3,0.3,11.3,9.3,6.9,7,25.4,0.131
103,Rudy Gay,UTA,35,55,34,21,18.9,104.9,3.4,16.6,23.5,0.5,15.4,0.3,18.8,6.4,4.5,4.3,16.8,0.087
104,Brandon Boston Jr.,LAC,20,51,26,25,14.9,104.9,1.8,11.1,17,0.5,20.8,0.3,14.3,5.5,5.2,4.1,15.9,0.069
105,Mike Muscala,OKC,30,43,15,28,13.8,104.9,2.5,16.6,25.3,0.4,18.9,0.6,38.8,4.5,3.5,3,12.7,0.064
106,Bam Adebayo,MIA,24,56,36,20,32.6,104.9,7.6,23.4,32.4,1.4,27,0.8,41.5,10.4,7.5,7.9,28,0.147
107,Elfrid Payton,PHX,28,50,39,11,11,105,1.3,11.5,16.5,0.5,26.6,0.1,13.3,4,2.9,2.8,9.4,0.05
107,Tony Bradley,CHI,24,55,28,27,10,105,2.2,19.6,29.5,0.2,12.3,0.6,48.5,3.3,2.9,2.5,9.7,0.046
109,Collin Sexton,CLE,23,11,7,4,28.8,105,2.1,6.6,10.1,0.9,20.8,0,0,13.8,7.6,8.9,28.2,0.131
110,Quentin Grimes,NYK,22,46,21,25,17.1,105,1.5,8.5,12.4,0.7,25.4,0.2,14.1,5.2,4.2,3.3,13.8,0.076
111,Isaiah Hartenstein,LAC,24,68,37,31,17.9,105,3.2,15.8,24.2,0.7,24.4,1.1,50.3,6.7,6.1,4.9,18.4,0.082
112,Joe Wieskamp,SAS,22,29,11,18,7.1,105.1,0.3,4.5,6.3,0.1,14.8,0.1,17.6,1.8,1.8,1.3,6.4,0.032
113,Dalano Banton,TOR,22,64,37,27,10.9,105.1,1.3,12.4,18.2,0.4,20.6,0.2,15.9,3.4,2.9,2.4,8.8,0.05
114,Cassius Stanley,DET,22,9,3,6,17.2,105.2,1.6,8.4,13.3,0.6,18.5,0.2,12.5,5.6,4.8,4.2,18.9,0.078
115,Braxton Key,DET,25,11,5,6,17.9,105.2,3.4,18.7,30.6,0.9,23.8,1,35.5,4.5,4.3,3.1,18.7,0.083
116,Marcus Smart,BOS,28,71,47,24,32.3,105.2,3.2,9.3,13.3,1.7,33.1,0.3,6.6,9.8,8,7.9,27.5,0.145
117,Maxi Kleber,DAL,30,59,36,23,24.6,105.3,4.7,18.2,26.7,0.5,17.6,1,43.3,6.5,7,6,22.2,0.109
118,Mac McClung,LAL,23,2,2,0,12.2,105.4,1.5,10.7,13.6,0.5,50,0.5,33.3,5.5,0,4.5,15,0.058
119,Andrew Wiggins,GSW,27,73,47,26,31.9,105.4,3.3,9.5,13.7,1,18.1,0.7,22.5,10.8,8.4,8.3,29.5,0.14
120,Alex Caruso,CHI,28,41,24,17,28,105.5,2.8,10.1,14.5,1.7,35.3,0.4,16.1,8,6.7,5.4,25.6,0.122
121,Tyus Jones,MEM,26,73,51,22,21.2,105.5,2.2,9.7,14.3,0.9,20.2,0,0.9,6,6.3,5.3,20.6,0.092
122,Chris Paul,PHX,37,65,53,12,32.9,105.5,4,11.3,16.4,1.9,31.4,0.3,11.1,8.5,9.2,7.5,32,0.142
123,Jordan Poole,GSW,23,76,49,27,30,105.5,3,9.4,13.2,0.8,15.4,0.3,11,10.4,7.5,7.2,27.3,0.131
124,Danuel House Jr.,UTA,29,42,18,24,17.3,105.5,2.2,11.8,17.3,0.5,17.8,0.4,21.5,6.3,4.6,4.5,16.5,0.077
125,Joe Harris,BKN,30,14,10,4,30.2,105.6,3.6,10.9,15.6,0.5,11.1,0.1,5.6,13.9,8.3,11.5,29,0.133
126,Brandon Clarke,MEM,25,64,44,20,19.5,105.7,3.2,14.8,22,0.6,15.7,1.1,31.8,6.1,6.4,4.7,19.1,0.087
127,Chris Boucher,TOR,29,80,48,32,21.1,105.7,3.9,18.3,27.4,0.6,15.7,0.9,41.7,6.3,6,4.6,18.1,0.091
128,Jalen Johnson,ATL,20,22,14,8,5.5,105.8,1.1,17.5,27.3,0.1,14.3,0.1,22.2,1.6,1.8,1.4,5.4,0.024
129,Udoka Azubuike,UTA,22,17,11,6,11.5,105.8,3.1,23.3,33.8,0.1,4.5,0.6,50,3.2,3.9,2.8,9.2,0.05
130,Killian Tillie,MEM,24,36,27,9,12.8,105.8,1.1,8.5,12.5,0.6,23.5,0.4,23.8,3.8,2.6,3.9,12.1,0.054
131,Dillon Brooks,MEM,26,32,22,10,27.7,105.9,2.3,8,11.7,1.1,19,0.3,7.2,7.5,6.6,7.5,25.3,0.118
132,Justise Winslow,POR,26,48,24,24,16.1,105.9,3.2,17.7,26.6,0.7,25.2,0.5,30.5,5.6,4.8,4.8,15.6,0.071
133,Jae Crowder,PHX,31,67,54,13,28.1,105.9,4.8,16,23.5,1.4,26.5,0.4,21,7.2,8.1,6.4,26.5,0.119
134,Sharife Cooper,ATL,21,13,8,5,3,106,0.4,14.7,19.2,0,0,0,0,1.2,0.4,0.8,2.9,0.013
135,Dewayne Dedmon,MIA,32,67,43,24,15.9,106,4.2,25.1,37.9,0.4,16.1,0.6,53.2,6,4.5,3.7,13.7,0.068
136,Gabe Vincent,MIA,26,68,47,21,23.4,106,1.5,6.4,9.6,0.9,25.3,0.2,10.4,7.7,6.4,6,19.6,0.099
137,Jaren Jackson Jr.,MEM,22,78,53,25,27.3,106,4.3,14.5,21.2,0.9,17,2.3,54.5,7.5,7.3,7.6,25.5,0.116
138,Sam Hauser,BOS,24,26,20,6,6.1,106,0.9,13.3,19.7,0,5.9,0.1,10.5,2.1,2,2,5.9,0.026
139,Aleksej Pokusevski,OKC,20,61,19,42,20.2,106.1,4,18.9,26.8,0.6,19.2,0.6,30.9,6.8,5.3,4,18,0.084
140,Devontae Cacok,SAS,25,15,5,10,8.1,106.1,2.3,27.9,41,0.5,38.1,0.5,41.2,2,1.7,0.9,7.5,0.035
141,Caleb Martin,MIA,26,60,37,23,22.9,106.2,2.7,11.4,17.3,1,24.9,0.5,26.8,7.8,6.9,6,19.7,0.097
142,Keita Bates-Diop,SAS,26,59,23,36,16.2,106.2,2.9,16.3,23.4,0.5,19,0.2,15.4,5.8,5.2,3.8,16.5,0.068
143,Bismack Biyombo,PHX,29,36,30,6,14.1,106.2,2.9,20.7,28.3,0.3,12.6,0.7,55.3,4.2,3.7,2.9,11.4,0.058
144,Thaddeus Young,TOR,34,52,27,25,16.3,106.3,2.5,15.2,22.3,1,34.6,0.3,22.8,5.2,4.2,4.3,15.2,0.068
145,De'Anthony Melton,MEM,24,73,49,24,22.7,106.4,3.6,15,21.9,1.4,28.3,0.5,18.1,7.5,6.3,5.5,22.5,0.095
146,Derrick White,BOS,27,75,40,35,29.3,106.4,3,9.4,14.1,0.9,18.9,0.8,23,8.3,8.9,6.7,29.6,0.123
147,Xavier Tillman,MEM,23,53,35,18,13.2,106.4,1.8,13.8,20.5,0.9,27.1,0.3,18.1,4,3.1,3.8,12.3,0.054
148,Eric Bledsoe,POR,32,54,27,27,25.2,106.4,2.9,10.5,16,1.3,31.5,0.4,16.7,9,7.9,6.7,25.8,0.103
149,Damion Lee,GSW,29,63,41,22,19.9,106.5,2.8,13.6,18.9,0.6,19.2,0.1,6.7,6.9,5.2,5.2,18.3,0.081
150,Derrick Favors,OKC,30,39,15,24,16.7,106.5,3.2,17.8,23.8,0.4,17.9,0.3,24.5,5.1,3.7,3.4,13.9,0.068
151,Isaiah Joe,PHI,22,55,35,20,11.1,106.5,0.9,7.9,12.3,0.3,13.3,0.1,4.2,3.9,3.2,2.9,9.8,0.046
152,Yves Pons,MEM,23,12,9,3,5.9,106.5,0.6,8.2,14,0.1,9.1,0.3,44.4,2.5,2.5,1.8,6.5,0.024
153,Jarrett Culver,MEM,23,37,28,9,9.1,106.6,0.9,10.1,14.9,0.5,26,0.1,11.1,2.9,2.4,3,10.3,0.038
154,Luke Kennard,LAC,26,70,35,35,27.4,106.6,3,10,15.1,0.6,14.2,0.1,2.8,9.2,8.1,7.4,28.4,0.109
155,Kyle Lowry,MIA,36,63,41,22,33.9,106.6,4,11.6,16.4,1.1,20.4,0.3,12.8,12,8,8.7,28.5,0.138
156,Reggie Bullock Jr.,DAL,31,68,44,24,28,106.7,3.1,10.6,15.6,0.6,15.2,0.2,9.1,7.5,7.8,6.5,27.7,0.111
157,Isaac Bonga,TOR,22,15,9,6,4.6,106.7,0.2,3.8,6.7,0.5,42.1,0.1,33.3,1.1,1.8,0.7,3.9,0.02
158,Jarrett Allen,CLE,24,56,35,21,32.3,106.7,7.3,21.3,31.4,0.8,16.7,1.3,44.9,12.3,8.4,8.4,31.1,0.128
159,Precious Achiuwa,TOR,22,73,46,27,23.6,106.7,4.5,18.8,27.7,0.5,12.4,0.6,24.8,6.6,7,5.4,21.8,0.094
160,Luke Kornet,BOS,26,15,11,4,6.9,106.8,1.1,14.2,20.5,0.2,20,0.2,27.3,2.6,1.8,2.6,6.3,0.029
160,Rajon Rondo,CLE,36,39,16,23,17.9,106.8,2.4,11.8,18.3,0.8,28.8,0.2,8.5,6.7,5.1,5.8,17.4,0.074
162,Evan Mobley,CLE,21,69,40,29,33.8,106.8,6.2,17.4,26.2,0.8,16.7,1.7,48.1,11.9,8.9,8.2,32.1,0.134
163,Mikal Bridges,PHX,25,82,64,18,34.8,106.9,3.3,8.9,13.1,1.2,18.8,0.4,15.1,10,10.3,8.3,33.3,0.137
164,Juan Toscano-Anderson,GSW,29,73,51,22,13.6,106.9,2,14.3,20.8,0.7,27,0.2,19.3,5.3,4.1,3.3,11.6,0.054
165,Darius Garland,CLE,22,68,37,31,35.7,106.9,2.7,7.4,10.7,1.3,23.8,0.1,3.2,12.6,9.5,8.6,34.7,0.14
166,JT Thor,CHA,19,33,18,15,7.9,106.9,1,11.1,17.2,0.2,20,0.3,29.7,2.8,2.2,2.8,8.5,0.032
167,John Konchar,MEM,26,72,48,24,17.9,107,3.4,18.2,26.3,0.6,16.1,0.3,12.9,5.1,5,4.8,17.1,0.07
168,Jordan Clarkson,UTA,30,79,47,32,27.1,107,2.6,9.1,13,0.8,20.2,0.2,7.2,9.1,6.9,6.7,25,0.106
169,Lonzo Ball,CHI,24,35,22,13,34.6,107,4.4,12.5,18,1.8,30,0.9,27,11.4,9.2,8.6,32.9,0.136
170,Denzel Valentine,UTA,28,24,14,10,9.2,107,1.4,15,21.6,0.3,22.9,0,0,3.1,2.5,2.6,8.8,0.037
171,P.J. Tucker,MIA,37,71,45,26,27.9,107.1,4,14.6,20.5,0.8,19,0.2,12.2,9.5,7.1,7.4,23.4,0.108
172,Terance Mann,LAC,25,81,41,40,28.6,107.1,4,12.7,19.1,0.7,16.3,0.3,9,9.5,8.7,7.4,29.7,0.111
173,Kevon Looney,GSW,26,82,53,29,21.1,107.2,4.7,21,29.8,0.6,16.7,0.6,30.2,7.5,5.6,5.8,19.9,0.082
174,Matisse Thybulle,PHI,25,66,43,23,25.5,107.2,1.7,6.4,9.5,1.7,36.4,1.1,34.5,7.3,6.9,7.3,26.2,0.099
175,Brandon Knight,DAL,30,5,2,3,12.9,107.2,1.6,9.8,15.4,0.2,14.3,0,0,5.6,5.2,4.2,12.4,0.053
176,Payton Pritchard,BOS,24,71,46,25,14.1,107.2,1.4,9.3,14,0.4,18.7,0.1,5.6,4.9,4.1,3.8,13,0.054
177,Trevelin Queen,HOU,25,10,1,9,7.4,107.3,0.9,13.4,18.8,0.5,35.7,0.1,11.1,3.5,0.9,2.1,7.8,0.029
178,Kevin Love,CLE,33,74,38,36,22.5,107.4,6.1,25.8,36.9,0.4,11.1,0.2,14.4,8.4,5.6,6.3,21.9,0.087
179,Charles Bassey,PHI,21,23,11,12,7.3,107.4,1.7,23.3,35.4,0.2,16.7,0.7,63,3,2.1,2.6,5.9,0.028
180,Grayson Allen,MIL,26,66,43,23,27.3,107.5,2.9,9.7,13.6,0.7,15.6,0.3,11,8.7,7.1,6.2,24,0.103
181,Marquese Chriss,DAL,24,34,24,10,10.2,107.5,2.1,19.7,27.5,0.4,25,0.4,40,4.1,2.9,3,10.6,0.039
182,Jonathan Kuminga,GSW,19,70,44,26,16.9,107.5,2.6,13.9,20.4,0.4,15.6,0.3,22.7,6,4.9,4.2,15.8,0.064
183,Theo Pinson,DAL,26,19,14,5,7.8,107.6,1,12.4,17.4,0.3,17.9,0.1,13.3,3,1.6,2.3,8.4,0.031
184,Hassani Gravett,ORL,25,8,2,6,21.4,107.6,2.5,11.4,18.3,0.6,17.2,0.1,8.3,5.9,5.8,4.1,16.8,0.076
185,Deandre Ayton,PHX,23,58,46,12,29.5,107.7,7.7,24.1,35.4,0.7,13,0.7,34.8,8.5,9,7.2,27.3,0.109
186,Tim Hardaway Jr.,DAL,30,42,24,18,29.6,107.7,3.4,11.4,16.3,0.9,21.6,0.1,6.5,8.6,8.5,7.5,28.5,0.111
