,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
41,Troy Caupain,ORL,23,4,3,1,3.9,100,0.5,15.4,25,0.3,50,0,0,0.3,0,0.8,3,0.021
41,Zach Lofton,DET,26,1,1,0,3.8,100,0,0,0,1,50,0,0,2,0,0,8,0.021
44,Aaron Holiday,IND,22,50,31,19,12.9,100.2,1.2,8.8,12.8,0.4,21.6,0.3,18.8,3.9,3.6,3.5,12,0.073
45,Semi Ojeleye,BOS,24,56,39,17,10.6,100.2,1.1,9.3,13.8,0.2,9.9,0.1,6,3.1,3,2.8,10.1,0.058
46,Lorenzo Brown,TOR,28,26,20,6,8.2,100.4,1,11,15.6,0.5,32.4,0.2,17.2,3,1.9,2.7,8,0.045
47,Dante Exum,UTA,23,42,21,21,15.8,100.6,1.2,7.7,10.5,0.3,11.6,0.1,7.2,6.1,3.3,3.5,15.4,0.086
48,Chimezie Metu,SAS,22,29,14,15,5,100.6,0.9,17.9,24.8,0.2,27.3,0.1,15.4,2.5,1.2,1.4,5.2,0.028
49,Isaiah Briscoe,ORL,23,39,17,22,14.3,100.9,1.8,11.1,16,0.3,16.2,0.1,3.3,4.3,3.1,3.1,13.3,0.076
50,Quincy Pondexter,SAS,31,53,29,24,5.5,101.4,0.7,12.3,16.7,0.2,28.2,0,3.2,2.4,1.2,1.8,5.7,0.029
51,Ersan Ilyasova,MIL,32,67,49,18,18.4,101.5,3.1,15.1,21.3,0.5,18,0.3,15.4,5.6,4.3,4.2,15.9,0.094
52,T.J. Leaf,IND,22,58,35,23,9,101.5,1.4,14.5,21.3,0.2,13,0.3,35.2,2.8,2.4,2.6,8.4,0.049
53,Joe Ingles,UTA,31,82,50,32,31.3,101.6,3.6,10.8,15.3,1.2,21.7,0.2,6.5,10.2,7.4,7.4,30.6,0.159
54,Jarell Martin,ORL,25,42,20,22,7.8,101.6,1.5,18.5,26.5,0.1,5.5,0.2,23.5,2,1.5,2.4,6.7,0.041
55,Derrick Favors,UTA,27,76,46,30,23.2,101.6,4.6,18.8,26.5,0.7,18,1.4,51.5,8.1,5,5.4,23.9,0.117
56,Nerlens Noel,OKC,25,77,48,29,13.7,101.7,2.6,17.6,26.3,0.9,31.6,1.2,62.3,4.5,4,3.8,13.8,0.069
57,Joakim Noah,MEM,34,42,14,28,16.5,101.7,4.3,24.7,36.3,0.5,16,0.7,37.3,5.2,4.1,5.7,13.3,0.085
58,Giannis Antetokounmpo,MIL,24,72,56,16,32.8,101.8,10.3,27.3,37.4,1.3,24.2,1.5,32.9,9.5,7.8,6.3,28,0.164
59,Nene,HOU,36,42,29,13,13,101.9,2.1,15.2,22.6,0.4,18.9,0.4,31.9,3.9,3.8,3.3,12.7,0.066
60,Royce O'Neale,UTA,26,82,50,32,20.4,101.9,3.2,14.6,20.3,0.7,20.9,0.3,11.1,7.3,4.5,4.6,19.8,0.101
61,DeVaughn Akoon-Purcell,DEN,26,7,7,0,3.1,102,0.4,15,20,0.3,66.7,0,0,0.4,1,1.6,3.1,0.017
62,D.J. Wilson,MIL,23,48,37,11,18.4,102.2,3.7,17.4,23.8,0.4,12.7,0.4,26.7,5.8,4.3,5.8,16,0.091
62,Ed Davis,BKN,30,81,42,39,17.9,102.2,5.9,30.7,44,0.4,17.1,0.4,37.9,5.8,4.3,4.3,16.9,0.086
64,Aron Baynes,BOS,32,51,32,19,16.1,102.2,3,17.5,25.7,0.2,7.9,0.7,40.5,5.4,4.1,4.3,15.3,0.08
65,Justin Patton,PHI,22,3,2,1,6.9,102.3,1.3,17.4,23.5,0.7,40,0,0,1.3,2,3,6.7,0.033
66,Alex Caruso,LAL,25,25,8,17,21.2,102.4,1.9,7.9,12,1,27.9,0.4,16.4,8.2,6.3,6.6,19.5,0.1
67,Johnathan Williams,LAL,24,24,10,14,15.5,102.4,2.1,13,19.4,0.3,13.3,0.3,20.6,4.2,4.3,4.5,15.2,0.073
68,Cory Joseph,IND,27,82,48,34,25.2,102.4,2.9,11.1,16.2,1.1,25.5,0.3,11.3,7.1,6.4,6.9,23.4,0.121
69,Daniel Theis,BOS,27,66,38,28,13.8,102.6,2.1,14.5,20.9,0.3,12.8,0.6,53.2,4.5,3.7,3.3,12.5,0.067
70,Khyri Thomas,DET,23,26,13,13,7.5,102.7,0.6,8.2,11.3,0.3,22.6,0.2,35.7,2.8,1.4,1.8,6.2,0.036
71,Malcolm Brogdon,MIL,26,64,49,15,28.6,102.7,3.5,10.7,14.6,0.7,16.3,0.2,5.8,8.7,6.5,5.8,24.5,0.135
72,Khem Birch,ORL,26,50,26,24,12.9,102.7,2.2,16.6,23.4,0.4,20.5,0.6,39.7,3.7,2.5,2.7,13,0.062
73,Ryan Broekhoff,DAL,28,42,15,27,10.8,102.8,1.3,11.3,15.9,0.1,13.3,0.1,8.7,2.4,2.7,3,10.3,0.051
74,Yuta Watanabe,MEM,24,15,5,10,11.6,103,1.8,15.2,22.1,0.3,12.5,0.1,6.3,4.6,3.1,3.2,10.3,0.055
75,Glenn Robinson III,DET,25,47,24,23,13,103.1,1.1,8.9,12.8,0.3,13.7,0.2,17.8,4.5,2.7,2.8,13.2,0.06
76,Wes Iwundu,ORL,24,68,36,32,18.1,103.1,2.2,10.8,15.7,0.4,16.2,0.3,16.8,5.2,4.7,4.2,18,0.085
77,Omri Casspi,MEM,31,36,14,22,14.5,103.2,2.7,18.4,26.7,0.6,18.5,0.3,16.4,5.8,3.6,4.6,12.8,0.068
78,Doug McDermott,IND,27,77,43,34,17.4,103.2,1.2,6.6,9.4,0.2,8.9,0.1,6.8,5.8,4.2,5.3,16.6,0.08
79,George Hill,MIL,33,60,39,21,21.7,103.3,1.8,7.5,10.7,0.9,24.8,0.1,6.2,6.9,5.6,5.5,19.3,0.096
80,Markelle Fultz,ORL,21,19,12,7,22.5,103.3,2.3,8.8,12.8,0.9,28.3,0.3,9.4,8.2,6.1,5.3,21.2,0.107
81,Isaiah Hartenstein,HOU,21,28,15,13,7.9,103.4,0.9,11.8,18.7,0.3,17.5,0.4,38.7,3.4,1.9,1.6,7.4,0.037
82,Brook Lopez,MIL,31,81,60,21,28.7,103.4,4.5,13.5,18.1,0.6,13.6,2.2,56.1,8.6,7.4,6.1,24.8,0.13
83,Thon Maker,DET,22,64,44,20,15.2,103.4,2.5,14.9,22,0.3,13.5,0.8,44.3,4.2,3.9,4.1,14.4,0.07
84,Stanley Johnson,NOP,23,66,28,38,18.3,103.4,2.8,14.2,20.4,0.9,31.6,0.2,14.9,7.2,4.5,4.2,19.4,0.081
85,Tony Snell,MIL,27,74,55,19,17.6,103.4,1.7,8.6,11.9,0.4,14.4,0.2,13.1,5.6,4.8,3.8,15.7,0.08
86,Domantas Sabonis,IND,23,74,43,31,24.8,103.6,6.8,26.9,38.2,0.6,14.7,0.4,21.4,7.4,5.7,7,22.8,0.11
87,Rudy Gobert,UTA,27,81,50,31,31.8,103.6,9,27,37.4,0.8,15.2,2.3,60.1,11.1,7.3,7.9,30.3,0.141
88,Udonis Haslem,MIA,39,10,8,2,7.5,103.6,2.4,24,35.3,0,0,0,0,1.7,2.4,2.5,6.6,0.036
89,Jaren Jackson Jr.,MEM,19,58,23,35,26.1,103.6,3.4,13.2,19.5,0.9,19.9,1.4,42.1,8.4,6.5,8.7,22.8,0.115
90,Donovan Mitchell,UTA,22,77,49,28,33.7,103.7,3.3,9.3,13,1.4,24,0.4,9.7,11.8,7.4,8.1,32.7,0.149
91,Nick Young,DEN,34,4,3,1,9.3,103.8,0.3,2.6,4,0,0,0.3,25,1,4,2.3,14,0.042
92,Kyle Korver,UTA,38,70,39,31,19.1,103.9,2.2,10.5,14.8,0.4,12,0.2,7.6,7.4,4.6,4.6,19,0.084
93,Paul George,OKC,29,77,46,31,36.9,103.9,6.8,17.3,24.6,2.2,30.1,0.4,11.4,11.7,8.9,8.6,35.9,0.161
94,John Henson,CLE,28,14,10,4,13.5,103.9,3.9,23.3,32.2,0.5,29.2,0.8,47.8,3.6,3.3,2.9,9.7,0.066
95,Tyreke Evans,IND,29,69,41,28,20.3,103.9,2.4,11.4,16.5,0.8,24.2,0.3,11.9,6.4,5.3,6.4,19.4,0.089
96,Robert Williams III,BOS,21,32,18,14,8.8,104.1,1.7,16.4,25.5,0.3,19.1,1.3,64.5,3,2.8,2.4,8.4,0.039
97,MarShon Brooks,MEM,30,29,15,14,13.3,104.1,1.1,8.9,14.3,0.3,14.5,0.1,9.3,4,3.4,3.6,11.1,0.057
98,Ricky Rubio,UTA,28,68,40,28,27.9,104.1,3.1,10.7,15.1,1.3,26.5,0.1,4.7,9.6,6.4,6.9,26.3,0.12
99,Chris Paul,HOU,34,58,39,19,32,104.2,3.9,12.3,18.9,2,31.5,0.3,10.2,10.5,8.3,8.3,33.2,0.139
100,Pascal Siakam,TOR,25,80,57,23,31.8,104.2,5.3,15.4,22.2,0.9,17.2,0.7,19,9.6,8.1,8.6,30.3,0.135
101,Khris Middleton,MIL,27,77,56,21,31.1,104.2,5.3,14.9,20.4,1,21.2,0.1,2.1,9.6,7.9,6.8,27.6,0.133
102,Eric Bledsoe,MIL,29,78,59,19,29.1,104.2,3.6,10.8,14.7,1.5,29.7,0.4,9.4,8.4,7.4,6.2,25.6,0.124
103,Justise Winslow,MIA,23,66,30,36,29.7,104.2,4.4,14.1,19.9,1.1,22.5,0.3,8.6,10.6,7.9,7.9,25.6,0.127
104,Tyrone Wallace,LAC,25,62,34,28,10.1,104.2,1.3,11.1,16.7,0.3,20.8,0.1,9.9,3.8,3.5,3.2,9.8,0.045
105,Shabazz Napier,BKN,27,56,26,30,17.6,104.3,1.5,7.9,11.2,0.7,31.3,0.3,20.5,6.3,3.9,4.3,18.2,0.075
106,Danny Green,TOR,32,80,56,24,27.7,104.3,3.2,10.7,15.4,0.9,20.2,0.7,22.4,8.2,6.9,7.4,26.1,0.117
107,Marcus Derrickson,GSW,23,11,9,2,6.1,104.3,0.5,6.3,9.1,0,0,0.1,16.7,1.7,2.6,1.9,5.5,0.025
108,Tyson Chandler,LAL,36,55,26,29,15.9,104.4,3.9,21.3,30.5,0.4,16.5,0.4,33.8,6.2,4.5,5,14.8,0.068
109,Andre Iguodala,GSW,35,68,47,21,23.2,104.4,3,11.7,17.1,0.9,24.4,0.8,21.3,7.8,6.1,6.5,21.6,0.098
110,Isaiah Thomas,DEN,30,12,6,6,15.1,104.5,0.7,4,6.1,0.4,13.5,0.1,4.3,5.2,5,3.2,14.8,0.068
111,Myles Turner,IND,23,74,43,31,28.6,104.5,5.8,19.5,29.2,0.8,15,2.7,76,9.2,8.5,7.7,26.2,0.119
112,Bam Adebayo,MIA,21,82,39,43,23.3,104.5,5.3,22.1,31.8,0.9,20.8,0.8,34.2,8.3,6.2,5.5,20.3,0.097
113,Isaiah Hicks,NYK,24,3,1,2,10.8,104.5,1.7,14.7,20.8,0.3,33.3,1,50,2.3,3,1,8.7,0.044
114,Victor Oladipo,IND,27,36,25,11,31.9,104.6,5,15.4,22.9,1.7,26.5,0.3,8.9,9.3,8.2,8.5,26.4,0.131
115,JJ Redick,PHI,35,76,49,27,31.3,104.7,2.2,6.2,8.9,0.4,9.2,0.2,6,11.8,8.2,10,32.7,0.131
116,Josh Hart,LAL,24,67,31,36,25.6,104.7,3.2,10.9,15.8,1,23.5,0.6,20.9,9.1,7,7.5,26.2,0.107
117,Kyle Anderson,MEM,25,43,19,24,29.8,104.7,4.7,16.1,23.5,1.3,25.4,0.9,21.5,10.7,6.9,9.6,26.4,0.121
118,Henry Ellenson,NYK,22,19,4,15,13.6,104.7,3.2,21.4,29.5,0.4,20,0.1,5.9,4.4,2.8,3.1,13.3,0.057
119,Ivica Zubac,LAC,22,59,32,27,17.6,104.7,4.2,21.6,30.2,0.2,8.9,0.9,49,6.7,4.2,5.8,18.6,0.073
120,Daryl Macon,DAL,23,8,4,4,11.2,104.7,1.3,9.9,14.3,0.1,11.1,0,0,2.4,1.9,4,9.8,0.047
121,Joel Embiid,PHI,25,64,43,21,33.7,104.8,11.1,29.2,41.4,0.7,15,1.9,49.6,11.8,8.7,10.1,32.9,0.138
122,JR Smith,CLE,33,11,1,10,20.2,104.9,1.6,8,11.6,1,26.8,0.3,21.4,8.2,6.4,5.6,20.2,0.085
123,Marc Gasol,TOR,34,79,39,40,30.8,104.9,6.9,22.7,32.7,1.1,19.1,1.1,32.6,9.9,7,8.6,27.2,0.12
124,Julian Washburn,MEM,27,18,7,11,14.1,105,1.8,12.8,19.5,0.7,25.5,0.1,9.1,4.1,4.1,3.6,12.2,0.058
125,Draymond Green,GSW,29,66,48,18,31.3,105,6.4,18,26.2,1.4,26,1.1,27.2,11,8.8,8.8,29.2,0.127
126,Fred VanVleet,TOR,25,64,46,18,27.5,105,2.3,7.8,11.4,0.9,19.7,0.3,11.3,9,6.9,7,26.7,0.109
127,Derrick Jones Jr.,MIA,22,60,31,29,19.2,105,2.4,11.9,17.2,0.8,25,0.7,32.6,6.2,5.7,4.5,16.5,0.076
128,Monte Morris,DEN,24,82,54,28,24,105.1,1.9,7.8,11.4,0.9,21.9,0,2.4,6.6,6.5,5.7,24.6,0.096
129,Jayson Tatum,BOS,21,79,48,31,31.1,105.1,5.2,15.7,23.2,1.1,19.1,0.7,20.1,8.8,8.5,8.4,28.9,0.123
130,Luol Deng,MIN,34,22,11,11,17.8,105.1,2.4,12.5,18.3,0.7,21.7,0.4,28.6,4.9,4.9,4.4,16.2,0.07
131,Seth Curry,POR,28,74,49,25,18.9,105.1,1.3,6.2,9,0.5,22.1,0.2,8.9,6.1,5.4,5.7,17.7,0.075
132,Gordon Hayward,BOS,29,72,44,28,25.9,105.2,3.8,14.1,20.6,0.9,18.2,0.3,11.6,8.2,7.1,6.6,25.8,0.104
133,Ian Mahinmi,WAS,32,34,12,22,14.6,105.3,2.4,16.1,24.7,0.7,23.6,0.5,34.8,4.3,4.1,4.3,12.4,0.056
134,Boban Marjanovic,PHI,30,58,31,27,11.7,105.3,3.1,23.2,31.9,0.3,20.3,0.5,44.3,4.5,3.4,4.2,11.3,0.047
135,Maxi Kleber,DAL,27,71,30,41,21.2,105.3,3.4,14.9,21.9,0.5,18.8,1.1,47.9,6.8,5.6,7.2,20.8,0.084
136,Jae Crowder,UTA,28,80,48,32,27.1,105.3,4.1,13.9,20,0.8,18.8,0.4,11.4,9.7,6.6,6.3,26.3,0.108
137,Gary Harris,DEN,24,57,38,19,28.8,105.3,2.1,7,10,1,19.9,0.3,12.9,9.8,7.1,7.8,29.5,0.113
138,Zaza Pachulia,DET,35,68,35,33,12.9,105.3,2.4,18.4,26.2,0.5,25.6,0.3,32.1,4.3,2.9,2.8,13.2,0.051
139,Paul Millsap,DEN,34,70,49,21,27.1,105.4,5,18.2,25.6,1.2,27.1,0.8,32.7,9.5,5.7,7.1,27.5,0.106
140,Drew Eubanks,SAS,22,23,13,10,4.9,105.5,1.2,21.4,29.8,0.1,14.3,0.2,41.7,2.7,1.5,2.3,4.4,0.019
141,CJ Miles,MEM,32,53,33,20,16.2,105.5,1.5,9,13.3,0.5,17.2,0.3,14.6,4.9,4.4,5.6,15.6,0.066
142,Norman Powell,TOR,26,60,45,15,18.8,105.5,2.1,10.2,15.2,0.7,18.6,0.2,10.1,6.7,5.3,5.9,19,0.074
143,Moritz Wagner,LAL,22,43,15,28,10.4,105.5,1.6,14.2,19.9,0.3,17.2,0.3,34.2,4.9,2.7,3.8,10.1,0.041
144,Kyle Lowry,TOR,33,65,47,18,34.1,105.5,4.2,11.4,16.7,1.4,23.7,0.5,13.3,10.8,9,9.1,32.2,0.131
145,Dennis Schroder,OKC,25,79,47,32,29.3,105.5,3.1,10.2,14.7,0.8,15,0.2,4.9,10,7.6,7.7,29.3,0.114
146,Rondae Hollis-Jefferson,BKN,24,59,27,32,20.9,105.6,3.8,17,24.6,0.7,26,0.5,25.5,7.6,6.3,4.8,22.4,0.082
147,Jerami Grant,OKC,25,80,48,32,32.7,105.6,4,11.8,16.5,0.8,12.1,1.3,37.6,10.7,8,8.3,32.5,0.126
148,Eric Moreland,TOR,27,5,3,2,8.6,105.6,3.2,34.8,47.1,0.2,16.7,0.2,25,4.8,2.8,3.4,9.2,0.032
149,Josh Richardson,MIA,25,73,35,38,34.8,105.6,2.9,7.8,11.4,1.1,19.5,0.5,11.5,12.5,9.9,9.2,29.9,0.133
150,Mike Conley,MEM,31,70,30,40,33.5,105.6,2.8,8.8,12.8,1.3,22.7,0.3,7.9,11.4,8.1,10.9,29,0.129
151,Trey Lyles,DEN,23,64,42,22,17.5,105.7,3.2,17.2,25.4,0.5,16.5,0.4,22.3,5,4.9,4.2,18.5,0.068
152,Svi Mykhailiuk,DET,22,42,19,23,10.5,105.7,0.6,5.5,8.3,0.3,19.2,0,2.4,4,3.7,2.6,10.5,0.042
153,Bruce Brown,DET,22,74,35,39,19.6,105.8,1.9,9.2,13.2,0.5,18.2,0.5,26.3,6.9,4.4,5.2,20.1,0.075
154,Bojan Bogdanovic,IND,30,81,47,34,31.8,105.8,3.7,11.3,17,0.9,14,0,0.4,10,9.3,8.9,30,0.12
155,Stephen Curry,GSW,31,69,52,17,33.8,105.8,4.7,12.2,17.7,1.3,23.7,0.4,8.2,12,9.4,10.6,32.5,0.13
156,Abdel Nader,OKC,25,61,38,23,11.4,105.8,1.7,13.9,21,0.3,15.9,0.2,15.4,3.7,3.5,3.3,11.4,0.043
157,Terrence Ross,ORL,28,81,42,39,26.5,105.9,3.1,11.3,16,0.9,26.1,0.4,11.5,7.5,6,6.2,24.3,0.1
158,Ray Spalding,PHX,22,14,3,11,10.5,105.9,2.4,19,30.8,0.6,31,0.6,50,3.9,3,1.8,9.3,0.041
159,Aaron Gordon,ORL,23,78,40,38,33.8,105.9,5.7,16.5,22.8,0.7,16,0.7,19.6,10.4,7.4,8.1,33.5,0.127
160,Steven Adams,OKC,25,80,47,33,33.4,105.9,4.6,13.3,18.5,1.5,22.6,1,30.4,11.3,7.9,8.1,33.2,0.126
161,Jaylen Brown,BOS,22,74,41,33,25.9,105.9,3.4,12.2,17.8,0.9,19.4,0.4,15,8.2,7.3,7,24.6,0.098
162,Terry Rozier,BOS,25,79,47,32,22.7,105.9,3.5,14.5,22,0.9,22.7,0.3,9.9,7.2,6.7,5.9,21.8,0.085
163,Tyler Lydon,DEN,23,25,20,5,3.7,105.9,0.4,13.3,18.6,0.1,14.3,0,0,0.8,1.1,1,4.2,0.015
164,Jacob Evans,GSW,22,30,21,9,6.8,105.9,0.6,8.4,12.2,0.2,17.2,0.1,16.7,2.7,2.2,2.5,6.5,0.026
165,Kelly Olynyk,MIA,28,79,39,40,22.9,106,3.8,16,23.1,0.7,16.9,0.5,19.7,8.2,6.6,5.9,19.5,0.085
166,Guerschon Yabusele,BOS,23,41,27,14,6.1,106,0.7,10.4,16,0.2,20.5,0.2,20.6,2,2.4,1.3,5.8,0.023
167,Luke Kornet,NYK,23,46,9,37,17,106,2.3,12.3,18.1,0.6,23.5,0.9,49.4,5.5,5,3.6,17.1,0.064
168,Mason Plumlee,DEN,29,82,54,28,21.1,106.1,4.4,19.8,29.1,0.8,23.2,0.9,43.4,5.6,6.3,4.8,20.5,0.079
169,Lonzo Ball,LAL,21,47,25,22,30.3,106.1,4.2,12.4,17.6,1.5,29,0.4,10.9,11,8.6,9.6,31.6,0.112
170,Kevon Looney,GSW,23,80,56,24,18.5,106.1,2.8,13.3,19.3,0.6,21,0.7,29,6.2,5.1,5.4,17.8,0.069
171,Jakob Poeltl,SAS,23,77,43,34,16.5,106.1,3,17.1,24.7,0.4,17.7,0.9,54.4,5.1,4,4.6,16.1,0.062
172,Pat Connaughton,MIL,26,61,43,18,20.7,106.1,3.2,13.5,18.9,0.5,19.3,0.4,16.8,6.5,6,4.9,17.9,0.077
173,Sterling Brown,MIL,24,58,45,13,17.8,106.1,2.7,13,18.1,0.4,15.7,0.1,7.4,5.6,4.2,5.2,16.5,0.067
174,Allen Crabbe,BKN,27,43,19,24,26.4,106.1,3.1,10.8,16.2,0.5,15,0.3,16,9.7,8.7,5.9,26.3,0.098
175,Tyler Zeller,MEM,29,6,3,3,15.5,106.2,2.2,12.3,18.1,0.2,9.1,0.5,50,2.2,4,2.3,10.3,0.059
176,DeMarre Carroll,BKN,32,67,36,31,25.4,106.2,4.2,15.1,22.1,0.5,14.3,0.1,7.4,8.4,6.7,5.8,26.4,0.094
177,Robert Covington,MIN,28,35,20,15,34.4,106.2,4.7,12.7,18.8,2.1,33.2,1.3,30.1,10.8,9.1,9.1,32,0.125
178,Hassan Whiteside,MIA,30,72,33,39,23.3,106.2,7.8,30.5,44.1,0.6,19.7,1.9,61,8.4,6.8,6.9,20.7,0.085
179,Rodney McGruder,LAC,27,66,31,35,23.5,106.3,2.7,10.6,15.2,0.5,16.7,0.2,6.2,8.8,6.6,6.2,21,0.083
180,J.J. Barea,DAL,35,38,20,18,19.8,106.3,2.2,10.6,15.4,0.6,18.8,0,1.2,6.2,5.9,5.6,19.2,0.074
181,Nikola Vucevic,ORL,28,80,41,39,31.4,106.4,9.2,28.6,39.4,1,23.2,1.1,34.1,9.8,6.9,8.6,30.8,0.113
182,Delon Wright,MEM,27,75,45,30,22.6,106.4,2.6,11.3,16.7,1.2,27.5,0.4,17,7.2,6,7.8,22.6,0.085
183,Jared Terrell,MIN,24,14,4,10,7.9,106.4,0.4,4.4,6.8,0.2,15.8,0.1,33.3,2.7,2.9,1.9,7.7,0.028
184,Al Horford,BOS,33,68,41,27,29,106.4,5,16.1,23.6,0.9,17.3,1.3,38.7,8.2,8.5,8,27.8,0.104
185,Billy Garrett,NYK,24,4,1,3,15.9,106.4,0.8,4.1,5.4,0.3,33.3,0.3,9.1,4,3.3,2.5,13.5,0.06
