,Name,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
38,Bojan Bogdanovic,DET,34,59,15,44,32.1,21.6,7.3,14.9,48.8,2.5,6,41.1,4.5,5.1,88.4,0.6,3.2,3.8,2.6,2.3,0.6,0.1,1.9,29.8,0,0,-5.6
39,Desmond Bane,MEM,25,58,38,20,31.7,21.5,7.8,16.2,47.9,2.9,7,40.8,3.1,3.5,88.3,0.7,4.3,5,4.4,2.2,1,0.4,2.6,36,1,0,6.1
40,Kyle Kuzma,WAS,27,64,29,35,35,21.2,8,17.8,44.8,2.5,7.5,33.3,2.7,3.7,73,0.9,6.4,7.2,3.7,3,0.6,0.5,2.3,35.6,14,1,0.2
41,Terry Rozier,CHA,29,63,19,44,35.3,21.1,7.8,18.9,41.5,2.6,8,32.7,2.8,3.5,80.9,0.8,3.3,4.1,5.1,2.1,1.2,0.3,1.9,35.8,1,0,-4.6
42,Anfernee Simons,POR,24,62,27,35,35,21.1,7.5,16.9,44.7,3.4,9.1,37.7,2.6,2.9,89.4,0.3,2.3,2.6,4.1,2.1,0.7,0.2,2.3,30.9,0,0,-1.2
43,James Harden,PHI,33,58,39,19,36.8,21,6.4,14.5,44.1,2.8,7.2,38.5,5.4,6.2,86.7,0.7,5.4,6.1,10.7,3.4,1.2,0.5,1.9,46.2,36,5,4.8
44,CJ McCollum,NOP,31,75,38,37,35.3,20.9,7.8,17.9,43.7,2.8,7.2,38.9,2.4,3.2,76.9,0.7,3.6,4.4,5.7,2.4,0.9,0.5,2,36.6,6,0,0.8
45,Jordan Clarkson,UTA,31,61,30,31,32.6,20.8,7.5,16.9,44.4,2.5,7.5,33.8,3.3,4,81.6,1.2,2.9,4,4.4,3,0.5,0.2,2,31.5,3,0,0.6
46,Karl-Anthony Towns,MIN,27,29,15,14,33,20.8,7.3,14.8,49.5,2.1,5.7,36.6,4.1,4.7,87.4,1.7,6.5,8.1,4.8,3,0.7,0.6,3.8,38.6,9,0,1.3
47,Tyrese Haliburton,IND,23,56,28,28,33.6,20.7,7.4,15,49,2.9,7.2,40,3.1,3.6,87.1,0.6,3.1,3.7,10.4,2.5,1.6,0.4,1.2,44.5,32,0,-0.6
48,Jerami Grant,POR,29,63,28,35,35.6,20.5,6.9,14.5,47.5,2.3,5.7,40.1,4.4,5.4,81.3,0.8,3.7,4.5,2.4,1.8,0.8,0.8,2.4,32.5,2,0,-0.6
49,Dejounte Murray,ATL,26,74,38,36,36.4,20.5,8.3,17.8,46.4,1.8,5.2,34.4,2.1,2.6,83.2,0.7,4.5,5.3,6.1,2.2,1.5,0.3,1.4,39,8,1,-0.8
50,Jordan Poole,GSW,24,82,44,38,30,20.4,6.7,15.6,43,2.6,7.8,33.6,4.4,5.1,87,0.4,2.4,2.7,4.5,3.1,0.8,0.3,2.6,30.5,1,0,-0.1
51,Bam Adebayo,MIA,25,75,40,35,34.6,20.4,8,14.9,54,0,0.2,8.3,4.3,5.4,80.6,2.5,6.7,9.2,3.2,2.5,1.2,0.8,2.8,39.7,31,0,1.6
52,Tyrese Maxey,PHI,22,60,39,21,33.6,20.3,7.3,15.2,48.1,2.7,6.2,43.4,3,3.6,84.5,0.4,2.6,2.9,3.5,1.3,0.8,0.1,2.2,30.6,0,0,4
53,Kelly Oubre Jr.,CHA,27,48,16,32,32.2,20.3,7.4,17.1,43.1,2.3,7.1,31.9,3.3,4.3,76,1.4,3.8,5.2,1.1,1.3,1.4,0.4,2.9,32.2,3,0,-5.8
54,Mikal Bridges,BKN,26,83,42,41,35.7,20.1,7.1,15.3,46.8,2,5.3,38.2,3.8,4.3,89.5,1,3.4,4.4,3.3,1.5,1.1,0.7,1.9,34.3,2,0,0.4
55,Tyler Herro,MIA,23,67,37,30,34.9,20.1,7.3,16.6,43.9,3,8,37.8,2.5,2.7,93.4,0.4,5,5.4,4.2,2.4,0.8,0.2,1.5,33.5,6,1,2.5
56,Louis King,PHI,24,1,1,0,28.8,20,8,13,61.5,4,8,50,0,1,0,2,2,4,2,2,1,0,4,28.8,0,0,2
57,Jamal Murray,DEN,26,65,43,22,32.8,20,7.3,16,45.4,2.6,6.6,39.8,2.8,3.3,83.3,0.7,3.2,4,6.2,2.2,1,0.2,1.6,35.5,5,1,4.6
58,Paolo Banchero,ORL,20,72,31,41,33.7,20,6.7,15.6,42.7,1.2,4,29.8,5.5,7.4,73.8,1.2,5.7,6.9,3.7,2.8,0.8,0.5,2.2,35.2,14,0,-3
59,Cade Cunningham,DET,21,12,3,9,33.3,19.9,7.8,18.7,41.5,1.4,5.1,27.9,3,3.6,83.7,1,5.2,6.2,6,3.3,0.8,0.6,2.8,37.3,3,0,-5
60,RJ Barrett,NYK,23,73,40,33,33.9,19.6,7,16.1,43.4,1.7,5.3,31,4,5.4,74,0.8,4.2,5,2.8,2.2,0.4,0.2,2.5,29.4,3,0,-0.8
61,Fred VanVleet,TOR,29,69,34,35,36.7,19.3,6.3,16.1,39.3,3,8.8,34.2,3.7,4.1,89.8,0.4,3.6,4.1,7.2,2,1.8,0.6,2.8,39.9,10,1,2.8
62,Jrue Holiday,MIL,33,67,50,17,32.6,19.3,7.3,15.3,47.9,2.4,6.1,38.4,2.3,2.6,85.9,1.2,3.9,5.1,7.4,2.9,1.2,0.4,1.7,38.2,16,0,7.2
63,Kevin Porter Jr.,HOU,23,59,18,41,34.3,19.2,6.6,15,44.2,2.4,6.5,36.6,3.5,4.5,78.4,1.3,4,5.3,5.7,3.2,1.4,0.3,2.6,36,9,1,-5.8
64,Domantas Sabonis,SAC,27,79,47,32,34.6,19.1,7.3,11.9,61.5,0.4,1.1,37.3,4.1,5.5,74.2,3.2,9.1,12.3,7.3,2.9,0.8,0.5,3.5,45.8,65,14,2.7
65,Jaren Jackson Jr.,MEM,23,63,41,22,28.4,18.6,6.6,13,50.6,1.6,4.5,35.5,3.8,4.9,78.8,1.7,5,6.8,1,1.7,1,3,3.6,38.6,7,0,5.8
66,Franz Wagner,ORL,21,80,33,47,32.6,18.6,6.8,14,48.5,1.6,4.5,36.1,3.4,4,84.2,0.9,3.2,4.1,3.5,2.1,1,0.2,2.3,30.2,2,0,0.6
67,Devin Vassell,SAS,22,38,12,26,31,18.5,6.9,15.7,43.9,2.7,7,38.7,2.1,2.6,78,0.2,3.7,3.9,3.6,1.5,1.1,0.4,1.5,31.8,0,0,-7.8
68,Deandre Ayton,PHX,24,67,36,31,30.4,18,7.8,13.2,58.9,0.1,0.4,29.2,2.3,3,76,2.6,7.4,10,1.7,1.8,0.6,0.8,2.8,34.7,36,0,-0.1
69,Myles Turner,IND,27,62,29,33,29.4,18,6.5,11.8,54.8,1.5,4,37.3,3.5,4.5,78.3,1.4,6.1,7.5,1.4,1.7,0.6,2.3,3.5,36,18,0,-0.8
70,D'Angelo Russell,LAL,27,71,39,32,32.5,17.8,6.3,13.4,46.9,2.7,6.9,39.6,2.5,3,82.9,0.5,2.5,3,6.2,2.6,1,0.4,2,32.2,9,0,1.2
71,Nikola Vucevic,CHI,32,82,40,42,33.5,17.6,7.3,14,52,1.5,4.2,34.9,1.6,1.9,83.5,1.9,9.1,11,3.2,1.7,0.7,0.7,2.2,38.3,51,1,-0.2
72,Michael Porter Jr.,DEN,25,62,41,21,29,17.4,6.4,13.2,48.7,3,7.3,41.4,1.5,1.9,80,1,4.5,5.5,1,1.1,0.6,0.5,1.9,27.7,3,0,6.7
73,Gary Trent Jr.,TOR,24,66,31,35,32.1,17.4,6.1,14.2,43.3,2.5,6.8,36.9,2.6,3.1,83.9,0.5,2.2,2.6,1.6,0.8,1.6,0.2,1.5,27.5,0,0,-0.8
74,Spencer Dinwiddie,BKN,30,79,41,38,34.5,17.3,5.8,13.3,43.8,2.3,6.2,36.9,3.4,4.2,81.2,0.4,3.1,3.4,6.5,1.8,0.8,0.3,2.4,32.8,9,0,-0.1
75,Andrew Wiggins,GSW,28,37,19,18,32.2,17.1,6.8,14.3,47.3,2.4,6.1,39.6,1.2,1.9,61.1,1.6,3.4,5,2.3,1.3,1.2,0.8,2.9,31.2,3,0,3.2
76,Norman Powell,LAC,30,60,31,29,26.1,17,5.7,11.8,47.9,1.9,4.8,39.7,3.8,4.6,81.2,0.4,2.5,2.9,1.8,1.7,0.8,0.3,2.1,24.9,0,0,-2.1
77,Buddy Hield,IND,30,80,35,45,31,16.8,5.9,13,45.8,3.6,8.5,42.5,1.3,1.6,82.2,0.8,4.2,5,2.8,1.7,1.2,0.3,2,29.7,3,0,-1.1
78,OG Anunoby,TOR,25,67,33,34,35.6,16.8,6.3,13.2,47.6,2.1,5.5,38.7,2.1,2.5,83.8,1.4,3.5,5,2,2,1.9,0.7,3,31.7,2,0,2
79,Bennedict Mathurin,IND,21,78,33,45,28.5,16.7,5.3,12.2,43.4,1.3,4,32.3,4.8,5.8,82.8,1.1,3,4.1,1.5,1.9,0.6,0.2,2.1,24.2,0,0,-2.3
80,Christian Wood,DAL,27,67,33,34,25.9,16.6,5.9,11.5,51.5,1.6,4.2,37.6,3.2,4.2,77.2,1.3,6,7.3,1.8,1.8,0.4,1.1,2.5,30.9,12,0,-0.7
81,Josh Giddey,OKC,20,76,34,42,31.1,16.6,7.1,14.7,48.2,1,3.1,32.5,1.4,1.9,73.1,1.9,5.9,7.9,6.2,2.8,0.8,0.4,1.9,36,28,4,-1.4
82,Aaron Gordon,DEN,27,68,45,23,30.2,16.3,6.3,11.2,56.4,0.9,2.5,34.7,2.8,4.6,60.8,2.4,4.1,6.6,3,1.4,0.8,0.8,1.9,31.8,11,0,7.6
83,Jaden Ivey,DET,21,74,16,58,31.1,16.3,5.5,13.3,41.6,1.6,4.7,34.3,3.6,4.8,74.7,1,2.9,3.9,5.2,3.2,0.8,0.2,3.3,28.7,8,0,-8.7
84,Evan Mobley,CLE,22,79,48,31,34.4,16.2,6.6,12,55.4,0.3,1.3,21.6,2.6,3.8,67.4,2.4,6.6,9,2.8,1.8,0.8,1.5,2.8,36.2,24,0,4.3
85,RaiQuan Gray,BKN,23,1,0,1,35.1,16,6,12,50,2,5,40,2,2,100,3,6,9,7,4,0,1,5,36.3,0,0,-14
86,Brook Lopez,MIL,35,78,57,21,30.4,15.9,6.1,11.5,53.1,1.7,4.7,37.4,1.9,2.4,78.4,2,4.7,6.7,1.3,1.4,0.5,2.5,2.6,33.3,11,0,5.1
87,Russell Westbrook,LAC,34,73,36,37,29.1,15.9,5.9,13.6,43.6,1.2,3.9,31.1,2.8,4.3,65.6,1.2,4.6,5.8,7.5,3.5,1,0.5,2.2,35.1,24,4,-0.3
88,P.J. Washington,CHA,24,73,24,49,32.6,15.7,5.9,13.4,44.4,2,5.9,34.8,1.7,2.4,73,1,3.9,4.9,2.4,1.5,0.9,1.1,2.6,29.6,3,0,-5.1
89,Cameron Johnson,BKN,27,42,25,17,28.6,15.5,5.3,11.3,47,2.5,6.1,40.4,2.4,2.9,84.2,0.8,3.6,4.4,1.9,0.9,1.2,0.3,2,27.2,1,0,3.7
90,De'Andre Hunter,ATL,25,67,35,32,31.7,15.4,5.7,12.3,46.1,1.5,4.3,35,2.6,3.1,82.6,0.7,3.6,4.2,1.4,1.2,0.5,0.3,3,23.7,1,0,-0.3
91,Skylar Mays,POR,25,6,1,5,31.5,15.3,5.7,11.3,50,2,4.3,46.2,2,2.2,92.3,0.3,2.8,3.2,8.3,1.7,1,0.2,1.8,33.5,1,0,-12.3
92,Scottie Barnes,TOR,21,77,38,39,34.8,15.3,6,13.2,45.6,0.8,2.9,28.1,2.5,3.2,77.2,2.3,4.3,6.6,4.8,2,1.1,0.8,2.2,34.1,15,1,2.3
93,Wendell Carter Jr.,ORL,24,57,26,31,29.6,15.2,5.6,10.8,52.5,1.4,3.9,35.6,2.5,3.4,73.8,2.1,6.6,8.7,2.3,1.9,0.5,0.6,2.8,30.6,21,0,-0.7
94,Kevin Huerter,SAC,24,75,44,31,29.4,15.2,5.6,11.5,48.5,2.7,6.8,40.2,1.3,1.7,72.5,0.6,2.8,3.3,2.9,1.3,1.1,0.3,2.4,26.5,0,0,3
95,Khris Middleton,MIL,31,33,25,8,24.3,15.1,5.4,12.3,43.6,1.5,4.9,31.5,2.8,3.1,90.2,0.8,3.4,4.2,4.9,2.2,0.7,0.2,2.1,28,4,0,4
96,Harrison Barnes,SAC,31,82,48,34,32.5,15,4.6,9.6,47.3,1.6,4.3,37.4,4.3,5,84.7,1.1,3.4,4.5,1.6,1,0.7,0.1,1.3,24.1,0,0,3.1
97,Immanuel Quickley,NYK,24,81,47,34,28.9,14.9,5.2,11.6,44.8,2.1,5.6,37,2.5,3.1,81.9,0.7,3.4,4.2,3.4,1.2,1,0.2,2,27.3,4,0,3.9
98,Malcolm Brogdon,BOS,30,67,46,21,26,14.9,5.3,10.9,48.4,2,4.4,44.4,2.4,2.7,87,0.6,3.6,4.2,3.7,1.5,0.7,0.3,1.6,26.9,0,0,2.7
99,Alperen Sengun,HOU,20,75,18,57,28.9,14.8,5.9,10.7,55.3,0.3,0.8,33.3,2.7,3.8,71.5,3.2,5.8,9,3.9,2.6,0.9,0.9,3.4,34.5,29,2,-3.8
100,Tobias Harris,PHI,30,74,47,27,32.9,14.7,5.7,11.4,50.1,1.7,4.4,38.9,1.5,1.7,87.6,0.9,4.8,5.7,2.5,1.2,0.9,0.5,2,28.5,7,0,4
101,Gordon Hayward,CHA,33,50,20,30,31.5,14.7,5.5,11.6,47.5,1,3.2,32.5,2.6,3.2,81.1,0.7,3.6,4.3,4.1,2,0.8,0.2,1.4,27.3,2,0,-2.2
102,Trey Murphy III,NOP,23,79,39,40,31,14.5,4.9,10.1,48.4,2.6,6.3,40.6,2.2,2.4,90.5,0.7,2.8,3.6,1.4,0.8,1.1,0.5,2,25.2,1,0,0.5
103,Tim Hardaway Jr.,DAL,31,71,37,34,30.3,14.4,4.8,11.9,40.1,3,7.7,38.5,1.8,2.3,77,0.3,3.2,3.5,1.8,0.8,0.7,0.2,1.7,23.1,0,0,2.3
104,Dillon Brooks,MEM,27,73,46,27,30.3,14.3,5.4,13.6,39.6,2,6,32.6,1.6,2.1,77.9,0.6,2.7,3.3,2.6,1.4,0.9,0.2,3.3,24.1,0,0,2.8
105,Collin Sexton,UTA,24,48,24,24,23.9,14.3,4.9,9.8,50.6,1,2.5,39.3,3.4,4.1,81.9,0.8,1.4,2.2,2.9,1.8,0.6,0.1,2.3,21.5,1,0,-0.6
106,Jarrett Allen,CLE,25,68,44,24,32.6,14.3,5.9,9.2,64.4,0,0.1,10,2.4,3.3,73.3,3.3,6.5,9.8,1.7,1.4,0.8,1.2,2.3,33.2,32,0,5.1
107,Jonas Valanciunas,NOP,31,79,40,39,24.9,14.1,5.6,10.3,54.7,0.5,1.4,34.9,2.3,2.8,82.6,2.8,7.3,10.2,1.8,2,0.3,0.7,3.1,29.7,43,0,-0.1
108,Bobby Portis,MIL,28,70,47,23,26,14.1,5.7,11.5,49.6,1.4,3.7,37,1.4,1.8,76.8,2.2,7.4,9.6,1.5,1.2,0.4,0.2,1.6,28.6,38,0,0.2
109,Jalen Williams,OKC,22,75,36,39,30.3,14.1,5.5,10.6,52.1,1,2.7,35.6,2.1,2.5,81.2,1.1,3.4,4.5,3.3,1.6,1.4,0.5,2.5,28.3,3,0,-0.7
110,Bogdan Bogdanovic,ATL,30,54,27,27,27.9,14,5.1,11.3,44.7,2.7,6.7,40.6,1.2,1.4,83.1,0.4,2.6,3.1,2.8,1.2,0.8,0.3,1.6,24,0,0,1.2
111,Markelle Fultz,ORL,25,60,29,31,29.6,14,5.8,11.3,51.4,0.5,1.5,31,1.9,2.4,78.3,1.2,2.8,3.9,5.7,2.3,1.5,0.4,2.2,30.5,3,0,-2.2
112,Chris Paul,PHX,38,59,33,26,32,13.9,5,11.3,44,1.7,4.4,37.5,2.3,2.7,83.1,0.5,3.8,4.3,8.9,1.9,1.5,0.4,2.1,36.1,17,0,1.4
113,Saddiq Bey,ATL,24,77,24,53,27.6,13.8,4.6,10.9,42.2,2,5.4,36.1,2.7,3.1,86.1,1.3,3.4,4.7,1.5,0.9,0.9,0.2,1.6,24,4,0,-1.9
114,Luguentz Dort,OKC,24,74,36,38,30.7,13.7,4.6,11.8,38.8,1.8,5.5,33,2.7,3.5,77.2,1.7,2.9,4.6,2.1,1.2,1,0.3,3.3,25.1,5,0,0.5
115,Malik Monk,SAC,25,77,47,30,22.3,13.5,4.6,10.3,44.8,1.9,5.2,35.9,2.4,2.7,88.9,0.4,2.2,2.6,3.9,1.9,0.6,0.3,1.6,23.3,0,0,0.9
116,Rudy Gobert,MIN,31,70,34,36,30.7,13.4,5.1,7.8,65.9,0,0,0,3.1,4.9,64.4,3.3,8.3,11.6,1.2,1.7,0.8,1.4,3,34,35,0,-0.1
117,Jusuf Nurkic,POR,28,52,24,28,26.8,13.3,5,9.7,51.9,0.8,2.3,36.1,2.4,3.7,66.1,2.2,6.9,9.1,2.9,2.3,0.8,0.8,3.6,31.2,18,0,0.2
118,Kris Dunn,UTA,29,22,8,14,25.8,13.2,5.3,9.8,53.7,0.8,1.6,47.2,1.9,2.4,77.4,0.4,4.1,4.5,5.6,1.6,1.1,0.5,2.6,30.3,3,0,-2.8
119,John Collins,ATL,25,71,37,34,30,13.1,5.1,10,50.8,1,3.4,29.2,2,2.5,80.3,1.1,5.4,6.5,1.2,1.1,0.6,1,3.1,26.5,11,0,-0.3
120,Cole Anthony,ORL,23,60,28,32,25.9,13,4.6,10.2,45.4,1.3,3.4,36.4,2.5,2.8,89.4,0.8,4,4.8,3.9,1.5,0.6,0.5,2.6,26.5,1,0,-0.4
121,Austin Reaves,LAL,25,64,35,29,28.8,13,4,7.7,52.9,1.3,3.4,39.8,3.6,4.1,86.4,0.5,2.5,3,3.4,1.5,0.5,0.3,1.7,22.6,1,0,3.3
122,Tre Jones,SAS,23,68,20,48,29.2,12.9,5,10.9,45.9,0.7,2.3,28.5,2.2,2.5,86,0.8,2.8,3.6,6.6,1.6,1.3,0.1,1.4,29.8,6,2,-4.8
123,Jabari Smith Jr.,HOU,20,79,21,58,31,12.8,4.6,11.3,40.8,1.5,4.9,30.7,2.1,2.6,78.6,1.5,5.7,7.2,1.3,1.3,0.5,0.9,2.9,26.5,16,0,-7
124,Alec Burks,DET,31,51,12,39,22,12.8,3.9,9,43.6,1.9,4.7,41.4,3,3.7,81.4,0.4,2.7,3.1,2.2,1.1,0.7,0.2,1.9,21.4,0,0,-0.1
125,KJ Martin,HOU,22,82,22,60,28,12.7,5,8.8,56.9,0.8,2.6,31.5,1.8,2.7,68,1.5,4,5.5,1.5,1.1,0.5,0.4,1.8,23,5,0,-4.5
126,Malik Beasley,LAL,26,81,45,36,25.8,12.7,4.6,11.6,39.5,2.9,8.1,35.7,0.6,0.8,76.9,0.4,3.1,3.5,1.5,1.1,0.8,0.1,1.3,20.8,1,0,-1.1
127,Nic Claxton,BKN,24,76,41,35,29.9,12.6,5.4,7.7,70.5,0,0,0,1.8,3.2,54.1,2.4,6.8,9.2,1.9,1.3,0.9,2.5,2.8,35.3,28,0,1.6
128,Dennis Schroder,LAL,29,66,37,29,30.1,12.6,4.1,9.8,41.5,1.1,3.4,32.9,3.3,3.8,85.7,0.3,2.2,2.5,4.5,1.7,0.8,0.2,2.2,23.4,2,0,1.9
129,Mac McClung,PHI,24,2,2,0,20.5,12.5,4.5,10,45,2,5.5,36.4,1.5,2.5,60,1.5,3.5,5,4.5,1.5,0,0,1.5,23.8,0,0,9
